Name,Team,Conference,Position,Class,IP,BF,ERA,FIP+,K%-BB%,K%,BB%,HR%
Hunter Covill,Bridgewater (VA),ODAC,P,Jr.,25.9,119.0,4.39,134.0,8.12,17.5,9.4,1.84
Christian Harris,Bridgewater (VA),ODAC,P,Jr.,29.0,126.0,3.2,184.0,11.28,21.9,10.6,0.35
Nick Harris,Bridgewater (VA),ODAC,P,Sr.,37.4,177.0,4.58,128.0,9.52,17.9,8.4,2.42
Cam Nuckols,Bridgewater (VA),ODAC,P,Sr.,72.1,322.0,3.68,160.0,10.36,19.3,8.9,0.83
Gary Tompkins,Bridgewater (VA),ODAC,P,So.,18.0,76.0,4.05,145.0,9.14,19.4,10.2,1.46
Jaden Arruda,Bridgewater St.,MASCAC,P,Jr.,22.0,98.0,4.14,142.0,7.85,18.1,10.3,1.39
Chase Beach,Bridgewater St.,MASCAC,P,So.,26.1,117.0,3.93,150.0,9.25,18.8,9.6,1.27
Patrick Chapin,Bridgewater St.,MASCAC,P,Jr.,11.1,56.0,4.64,127.0,6.62,17.1,10.5,1.59
Matt Kustigian,Bridgewater St.,MASCAC,P,Sr.,15.1,72.0,3.89,151.0,7.59,16.1,8.5,0.88
Trey Yesu,Bridgewater St.,MASCAC,P,Sr.,58.5,259.0,3.55,166.0,10.09,17.4,7.3,0.98
Nick Ianniello,SUNY Brockport,Empire 8,P,Jr.,18.1,84.0,4.08,144.0,10.19,19.7,9.5,1.46
Tyler Pohlman,SUNY Brockport,Empire 8,P,Jr.,17.1,81.0,4.22,139.0,10.81,20.8,9.9,1.72
Eric Servellon,SUNY Brockport,Empire 8,P,Jr.,22.4,108.0,4.22,139.0,8.14,19.7,11.6,1.12
Bryce Tyndell,SUNY Brockport,Empire 8,P,Sr.,10.2,50.0,4.11,143.0,7.95,17.7,9.7,1.01
Jake Eddie,Buena Vista,American Rivers,P,Jr.,19.2,88.0,3.95,149.0,7.56,16.8,9.3,0.92
Dylan Johnson,Buena Vista,American Rivers,P,So.,35.0,166.0,4.18,141.0,7.77,19.5,11.7,1.1
Dylan Johnson,Buena Vista,American Rivers,P,So.,35.0,166.0,4.18,141.0,7.77,19.5,11.7,1.1
Levi Kennedy,Buena Vista,American Rivers,P,Sr.,13.2,69.0,4.72,125.0,6.05,16.8,10.7,1.49
Logan Lape-Brinkman,Buena Vista,American Rivers,P,Sr.,13.4,74.0,5.48,107.0,3.69,17.4,13.7,2.02
Ean McDaniel,Buena Vista,American Rivers,P,Jr.,42.6,198.0,4.17,141.0,10.15,18.7,8.5,1.87
Johnny Vallinch,Buena Vista,American Rivers,P,Jr.,17.6,93.0,5.23,112.0,6.85,17.5,10.6,1.94
Jacob Alderete,Caltech,SCIAC,P,Sr.,17.8,99.0,6.75,87.0,2.42,12.1,9.7,3.51
Kenji Farrell,Caltech,SCIAC,P,So.,31.0,172.0,5.27,112.0,4.49,14.9,10.4,1.89
Lucas Favretto,Caltech,SCIAC,P,So.,32.1,184.0,4.88,120.0,4.59,16.1,11.5,1.31
Brendan Flaherty,Caltech,SCIAC,P,Sr.,74.9,350.0,4.08,144.0,10.43,19.3,8.8,1.58
Varun Gabbita,Caltech,SCIAC,P,So.,28.1,132.0,4.82,122.0,7.33,16.0,8.7,2.42
Mark Hu,Caltech,SCIAC,P,Sr.,10.0,63.0,5.24,112.0,5.52,15.7,10.2,1.54
Joseph Pieper,Caltech,SCIAC,P,Jr.,56.7,271.0,4.56,129.0,3.42,14.0,10.6,1.23
Arjun Pradhan,Caltech,SCIAC,P,Jr.,15.0,88.0,5.65,104.0,4.39,14.4,10.0,1.94
Matt Campo,Cal Lutheran,SCIAC,P,Sr.,17.9,86.0,5.1,115.0,6.62,17.3,10.7,2.44
Oscar Lopez,Cal Lutheran,SCIAC,P,Jr.,24.6,112.0,4.42,133.0,6.55,17.5,10.9,1.4
Daniel Orozco,Cal Lutheran,SCIAC,P,Sr.,15.2,77.0,4.03,146.0,6.89,17.0,10.1,0.86
Michael Smith,Cal Lutheran,SCIAC,P,Jr.,14.2,73.0,5.42,108.0,6.79,17.2,10.4,2.77
Frank Willius,Cal Lutheran,SCIAC,P,Jr.,27.3,120.0,3.33,177.0,14.43,25.4,10.9,0.84
Caleb Wilson,Cal Lutheran,SCIAC,P,So.,20.1,100.0,4.34,135.0,6.55,16.1,9.5,1.35
Alex DeAngelis,Calvin,Michigan Intercol. Ath. Assn.,P,Sr.,15.6,76.0,4.11,143.0,6.73,17.1,10.4,0.61
Ethan DeBlecourt,Calvin,Michigan Intercol. Ath. Assn.,P,Sr.,16.1,85.0,4.33,136.0,4.89,16.6,11.7,0.82
Drew Diehl,Calvin,Michigan Intercol. Ath. Assn.,P,So.,33.1,161.0,4.82,122.0,4.97,15.6,10.6,1.67
Noah Etnyre,Calvin,Michigan Intercol. Ath. Assn.,P,Jr.,13.2,72.0,4.6,128.0,7.06,17.4,10.4,1.48
Landon Evans,Calvin,Michigan Intercol. Ath. Assn.,P,So.,23.2,120.0,4.89,120.0,3.39,16.5,13.1,1.34
Ben Ferguson,Calvin,Michigan Intercol. Ath. Assn.,P,Sr.,14.0,77.0,4.69,125.0,5.15,19.2,14.1,0.95
James Ross,Calvin,Michigan Intercol. Ath. Assn.,P,Sr.,34.7,159.0,3.98,148.0,8.97,19.1,10.2,1.13
Cam Seth,Calvin,Michigan Intercol. Ath. Assn.,P,Jr.,38.1,176.0,3.89,151.0,8.49,18.6,10.1,0.7
Evan Steinbacher,Calvin,Michigan Intercol. Ath. Assn.,P,Sr.,48.4,216.0,4.38,134.0,5.87,15.7,9.8,1.58
Nash Andrix,Capital,OAC,P,So.,21.1,100.0,4.6,128.0,8.32,17.7,9.3,2.01
Tyler Bebout,Capital,OAC,P,Jr.,38.9,196.0,4.52,130.0,3.86,14.2,10.4,1.2
Jared Carpenter,Capital,OAC,P,Jr.,12.2,61.0,4.53,130.0,6.47,16.4,10.0,1.55
William Furry,Capital,OAC,P,So.,55.0,258.0,4.79,123.0,5.85,15.1,9.2,1.97
Braden Lewis,Capital,OAC,P,Jr.,37.9,175.0,4.1,143.0,6.15,14.2,8.0,1.05
Casey Wilkins,Capital,OAC,P,Sr.,25.6,129.0,4.28,137.0,5.82,17.5,11.7,0.68
Trevor Woodyard,Capital,OAC,P,Sr.,51.3,250.0,4.29,137.0,5.48,15.9,10.4,1.1
Brian Young,Capital,OAC,P,Jr.,16.6,89.0,4.92,120.0,5.61,16.3,10.7,1.69
Sam Chutkow,Carleton,MIAC,P,Sr.,39.2,197.0,5.05,116.0,4.93,16.0,11.1,1.96
Jack Curtis,Carleton,MIAC,P,Sr.,39.2,177.0,4.34,135.0,5.18,14.7,9.5,1.27
Will Schnepf,Carleton,MIAC,P,Sr.,37.8,170.0,3.81,154.0,7.97,19.0,11.0,0.75
Xander Stolberg,Carleton,MIAC,P,So.,11.1,70.0,4.64,127.0,6.23,16.2,10.0,1.12
Tyler Vandersall,Carleton,MIAC,P,So.,11.1,55.0,4.69,125.0,7.51,17.4,9.9,1.97
Tyler Fredrick,Carroll (WI),CCIW,P,So.,55.1,238.0,3.94,149.0,8.21,16.3,8.1,1.38
Erik Jaschinski,Carroll (WI),CCIW,P,Sr.,38.3,180.0,3.43,171.0,10.1,19.1,9.0,0.42
Braden Lewis,Carroll (WI),CCIW,P,Jr.,37.9,175.0,4.1,143.0,6.15,14.2,8.0,1.05
Chayce Schultz,Carroll (WI),CCIW,P,Jr.,25.1,123.0,4.91,120.0,7.08,16.8,9.8,2.3
Kosta Kokos,Carthage,CCIW,P,So.,18.0,85.0,4.51,130.0,7.39,17.0,9.6,1.77
Wyatt Modory,Carthage,CCIW,P,Sr.,52.1,230.0,3.96,148.0,8.79,18.9,10.1,1.17
Brendan Roberts,Carthage,CCIW,P,Sr.,46.7,215.0,3.99,147.0,6.59,16.6,10.0,0.97
Nate Tyrpin,Carthage,CCIW,P,Jr.,11.0,48.0,4.11,143.0,7.19,17.2,10.0,1.15
Zach Barnes,CWRU,UAA,P,Jr.,26.5,132.0,4.04,146.0,10.15,18.9,8.7,1.28
Eric Colgrove,CWRU,UAA,P,So.,25.2,127.0,4.78,123.0,7.27,17.3,10.0,1.85
Charlie Griffith,CWRU,UAA,P,So.,40.1,188.0,4.44,132.0,7.39,18.6,11.2,1.56
Oliver Miller,CWRU,UAA,P,So.,32.1,142.0,4.02,146.0,8.8,19.2,10.4,1.18
Jeff Radinsky,CWRU,UAA,P,So.,16.2,70.0,4.29,137.0,9.67,19.8,10.2,1.87
Anton Sabo,CWRU,UAA,P,So.,11.2,59.0,4.32,136.0,7.25,17.3,10.0,1.17
Quinn Saunders,CWRU,UAA,P,Jr.,45.6,211.0,3.58,164.0,12.74,25.0,12.3,0.92
Ayush Shetty,CWRU,UAA,P,So.,30.0,133.0,4.91,120.0,8.43,18.1,9.6,2.71
Archer Stankowski,CWRU,UAA,P,Sr.,41.0,192.0,4.04,146.0,7.72,17.4,9.7,0.9
Tyler Stillson,CWRU,UAA,P,Jr.,38.6,182.0,4.01,147.0,9.79,19.6,9.8,1.41
Nick Lescarbeau,VTSU Castleton,Little East,P,Jr.,33.8,178.0,4.87,121.0,3.95,14.8,10.9,1.31
Keaton Nann,VTSU Castleton,Little East,P,So.,12.1,75.0,5.4,109.0,5.27,16.1,10.8,1.83
Luke Russell,VTSU Castleton,Little East,P,Sr.,31.2,149.0,5.14,114.0,5.6,14.0,8.4,2.72
Luke Cardman,Catholic,Landmark,P,Jr.,16.0,86.0,5.01,117.0,9.72,18.6,8.9,2.57
Xander Douglas,Catholic,Landmark,P,Jr.,10.0,52.0,5.16,114.0,8.19,18.8,10.6,2.61
Jake Kenney,Catholic,Landmark,P,Sr.,19.0,89.0,5.02,117.0,6.34,18.4,12.0,2.25
Mac Meara,Catholic,Landmark,P,Jr.,25.4,121.0,4.08,144.0,9.89,19.8,9.9,1.21
Jack Scholz,Catholic,Landmark,P,So.,31.0,148.0,4.27,138.0,8.32,18.7,10.3,1.45
Roman Tozzi,Catholic,Landmark,P,Sr.,69.7,294.0,4.14,142.0,11.01,19.7,8.7,2.16
Roman Ardoin,Centenary (LA),SCAC,P,So.,43.2,205.0,4.51,130.0,5.82,15.7,9.9,1.49
Tony Barcelona V,Centenary (LA),SCAC,P,So.,24.2,125.0,4.6,128.0,5.97,16.1,10.1,1.24
Jacob Broussard,Centenary (LA),SCAC,P,Sr.,35.4,166.0,4.68,126.0,7.59,17.6,10.0,1.96
Ray Busch,Centenary (LA),SCAC,P,So.,38.0,174.0,4.69,125.0,6.06,16.6,10.5,1.88
Carson Dingler,Centenary (LA),SCAC,P,So.,28.1,141.0,4.66,126.0,5.08,16.3,11.2,1.48
Tyler Hughes,Centenary (LA),SCAC,P,So.,17.1,75.0,4.25,138.0,8.1,17.3,9.2,1.47
Coen Laroux,Centenary (LA),SCAC,P,So.,30.1,150.0,4.36,135.0,6.61,17.7,11.1,1.15
Treyson Martin,Centenary (LA),SCAC,P,Jr.,23.1,117.0,5.15,114.0,6.62,17.3,10.6,2.35
Nathan Brinkmeier,Central (IA),American Rivers,P,Jr.,10.1,60.0,4.84,121.0,6.46,16.2,9.8,1.56
Bryce Haessig,Central (IA),American Rivers,P,Sr.,35.9,164.0,4.18,141.0,6.4,14.2,7.8,1.29
Mark Kenney,Central (IA),American Rivers,P,Sr.,43.5,208.0,4.63,127.0,7.28,15.9,8.6,1.88
Xander Poock,Central (IA),American Rivers,P,Jr.,13.0,69.0,5.05,116.0,5.85,15.7,9.8,1.95
Eli Rouse,Central (IA),American Rivers,P,So.,10.1,49.0,4.31,136.0,8.75,18.8,10.0,1.62
Brayden Sawyer,Central (IA),American Rivers,P,Sr.,25.5,124.0,4.05,145.0,8.38,16.0,7.6,1.47
Max Steinlage,Central (IA),American Rivers,P,Sr.,45.0,213.0,4.29,137.0,7.3,19.6,12.3,1.26
Jackson Torbit,Central (IA),American Rivers,P,So.,57.1,247.0,4.37,135.0,9.99,19.4,9.4,2.25
Bryer Wiley,Central (IA),American Rivers,P,So.,33.2,162.0,4.67,126.0,5.86,15.5,9.7,1.67
Turner Williams,Central (IA),American Rivers,P,Jr.,18.0,85.0,3.89,151.0,9.14,19.4,10.3,0.97
Aidan Christmas,Centre,SAA,P,Sr.,29.2,142.0,4.27,138.0,8.34,20.1,11.7,1.45
Harrison Cowdrey,Centre,SAA,P,Jr.,67.1,299.0,3.85,153.0,10.48,20.4,9.9,1.38
Zach Heavern,Centre,SAA,P,Sr.,48.5,207.0,3.59,164.0,12.77,20.9,8.1,1.37
Ben Prather,Centre,SAA,P,Sr.,68.7,297.0,3.77,156.0,10.0,19.1,9.1,1.18
TJ Schira,Centre,SAA,P,Jr.,25.3,119.0,4.32,136.0,7.59,19.6,12.0,1.39
Andrew Zimmerman,Centre,SAA,P,So.,37.1,187.0,4.95,119.0,5.97,15.7,9.8,1.82
Luke Bradley,Chapman,SCIAC,P,Jr.,32.6,156.0,4.95,119.0,5.58,17.1,11.6,2.14
Colin Godfrey,Chapman,SCIAC,P,Sr.,29.0,141.0,5.42,108.0,2.43,15.6,13.2,2.17
Finean Hunter-Kinney,Chapman,SCIAC,P,So.,25.1,112.0,4.17,141.0,9.48,20.8,11.3,1.61
Jordan Kingston,Chapman,SCIAC,P,So.,25.0,130.0,4.88,120.0,7.53,18.2,10.6,2.13
Matthew Kuromoto,Chapman,SCIAC,P,Jr.,40.2,187.0,4.69,125.0,10.05,19.3,9.3,2.48
Graham Stogner,Chapman,SCIAC,P,Sr.,50.5,247.0,5.01,117.0,6.01,18.0,11.9,1.84
Jackson Bailey,UChicago,UAA,P,Jr.,28.3,128.0,4.72,125.0,5.78,16.4,10.6,1.76
Landon Brice,UChicago,UAA,P,So.,27.1,116.0,4.35,135.0,6.75,17.3,10.6,1.59
John Butka,UChicago,UAA,P,Sr.,39.5,180.0,3.56,165.0,12.89,19.7,6.8,1.48
Charlie Hahn,UChicago,UAA,P,Jr.,11.1,45.0,3.94,149.0,8.49,18.4,9.9,1.17
Russell Kwinter,UChicago,UAA,P,So.,42.1,193.0,3.81,154.0,7.96,16.9,8.9,0.77
Ben Liebel,UChicago,UAA,P,So.,21.2,100.0,4.3,137.0,9.49,19.7,10.2,1.68
Matthew Richert,UChicago,UAA,P,So.,14.2,63.0,4.33,136.0,7.8,18.6,10.8,1.53
Jackson Baird,Chris. Newport,C2C,P,Sr.,50.9,217.0,3.89,151.0,11.01,21.4,10.4,1.26
Marcus Dux,Chris. Newport,C2C,P,Sr.,22.3,113.0,4.41,133.0,4.94,16.8,11.8,0.78
Chase Hustead,Chris. Newport,C2C,P,Sr.,36.1,184.0,5.27,112.0,7.17,16.7,9.5,2.65
Ryan Morrison,Chris. Newport,C2C,P,Sr.,50.1,241.0,4.35,135.0,6.69,17.2,10.5,1.32
Michael Mortenson,Chris. Newport,C2C,P,Jr.,11.2,57.0,4.14,142.0,7.26,17.1,9.8,1.1
Cooper Newell,Chris. Newport,C2C,P,Sr.,59.2,283.0,4.35,135.0,6.71,19.0,12.3,1.18
Eli Novario,Chris. Newport,C2C,P,Jr.,19.0,89.0,3.93,150.0,8.32,18.1,9.8,0.95
Nate Toomey,Chris. Newport,C2C,P,Sr.,11.0,57.0,4.83,122.0,5.67,16.2,10.6,1.6
Andrew Blackett,Claremont-M-S,SCIAC,P,Sr.,20.8,95.0,5.25,112.0,7.26,16.6,9.3,2.8
Aaron Herst,Claremont-M-S,SCIAC,P,Sr.,39.4,193.0,4.05,145.0,8.71,18.6,9.9,1.12
Parker McGraw,Claremont-M-S,SCIAC,P,Jr.,71.6,322.0,4.07,144.0,8.96,17.5,8.5,1.0
Colin McNiven,Claremont-M-S,SCIAC,P,So.,14.1,66.0,4.24,139.0,6.3,16.4,10.1,1.14
Kody Perry,Claremont-M-S,SCIAC,P,Sr.,26.7,124.0,4.35,135.0,11.7,19.9,8.2,1.94
Dominic Rolla,Claremont-M-S,SCIAC,P,Sr.,56.9,267.0,4.12,143.0,9.41,19.5,10.1,1.36
Bryant Smaaladen,Claremont-M-S,SCIAC,P,Sr.,25.0,115.0,3.91,150.0,10.61,18.2,7.5,1.4
Brendan Bruun,Clark (MA),NEWMAC,P,Jr.,24.9,118.0,5.71,103.0,3.81,14.8,11.0,3.12
Danny Goodman,Clark (MA),NEWMAC,P,So.,26.1,131.0,5.27,112.0,6.99,16.8,9.8,2.73
Jacob Kline,Clark (MA),NEWMAC,P,Jr.,19.1,96.0,4.16,141.0,7.01,18.3,11.3,0.93
Robby Roth,Clark (MA),NEWMAC,P,So.,48.0,221.0,5.07,116.0,6.71,18.1,11.4,2.38
Connor Schmautz,Clark (MA),NEWMAC,P,Sr.,24.1,116.0,5.29,111.0,6.39,15.6,9.2,3.02
Tommy DiFranco,Clarkson,Liberty League,P,Sr.,22.4,107.0,4.28,137.0,7.81,16.5,8.7,1.59
Nathan Hartley,Clarkson,Liberty League,P,Jr.,31.2,140.0,3.91,150.0,10.48,19.9,9.4,1.47
Dan Horowitz,Clarkson,Liberty League,P,Jr.,17.7,83.0,4.01,147.0,6.41,17.2,10.8,0.73
Jason McGee,Clarkson,Liberty League,P,Sr.,19.8,99.0,4.09,144.0,6.16,15.6,9.5,0.81
Ryan Petrie,Clarkson,Liberty League,P,So.,15.0,76.0,4.6,128.0,6.87,17.3,10.4,1.46
Jacob Shirley,Clarkson,Liberty League,P,Jr.,38.1,199.0,5.03,117.0,5.75,15.6,9.9,2.04
Evan Bender,Coe,American Rivers,P,Sr.,16.7,80.0,4.26,138.0,6.56,17.2,10.7,0.94
Xander Cloudy,Coe,American Rivers,P,Jr.,28.0,118.0,4.0,147.0,10.03,18.7,8.7,1.6
Landon Moore,Coe,American Rivers,P,Jr.,18.3,91.0,4.56,129.0,6.62,15.8,9.2,1.68
Nolan Schroeder,Coe,American Rivers,P,Sr.,31.3,152.0,4.62,127.0,3.07,16.2,13.1,0.76
Jack Walsh,Coe,American Rivers,P,Jr.,54.4,222.0,3.33,177.0,14.81,22.7,7.9,1.27
Aidan Aggarwal,Colby,NESCAC,P,Jr.,14.1,68.0,4.31,136.0,5.07,17.0,12.0,0.8
Kyle Bourque,Colby,NESCAC,P,Sr.,19.0,87.0,3.77,156.0,9.73,19.1,9.4,0.81
Matt Higgins,Colby,NESCAC,P,So.,23.0,113.0,4.5,131.0,7.48,17.6,10.1,1.61
Greg Levin,Colby,NESCAC,P,Sr.,14.6,71.0,4.7,125.0,6.64,18.2,11.5,1.92
Sam Lowenstein,Colby,NESCAC,P,So.,14.0,63.0,4.35,135.0,7.17,17.1,9.9,1.53
Matt Mahoney,Colby,NESCAC,P,So.,12.1,78.0,5.46,108.0,5.8,18.3,12.5,1.81
Thomas Rioux,Colby,NESCAC,P,Sr.,49.9,219.0,3.79,155.0,10.37,18.1,7.8,1.48
Adam Schwartz,Colby,NESCAC,P,Sr.,21.3,99.0,4.95,119.0,5.69,17.0,11.3,2.19
Elliott Seymour,Colby,NESCAC,P,Jr.,13.2,63.0,4.29,137.0,5.57,16.4,10.8,1.07
Joe Sylvester,Colby,NESCAC,P,Sr.,22.6,108.0,5.23,112.0,5.88,17.1,11.2,2.55
Derek Woods,Colby,NESCAC,P,Sr.,27.0,119.0,4.37,135.0,9.06,17.7,8.6,1.99
Will Carpenter,Colby-Sawyer,Great Northeast,P,Sr.,33.9,167.0,4.25,138.0,8.5,17.4,8.9,1.46
Rex Hill,Colby-Sawyer,Great Northeast,P,Sr.,31.1,159.0,4.81,122.0,5.31,16.1,10.8,1.36
Mike Hogan,Colby-Sawyer,Great Northeast,P,So.,38.2,187.0,4.1,143.0,8.57,17.6,9.0,1.04
Justin Powers,Colby-Sawyer,Great Northeast,P,Sr.,18.5,100.0,4.37,135.0,7.62,15.9,8.2,1.19
Brady Young,Colby-Sawyer,Great Northeast,P,Jr.,14.2,74.0,4.34,135.0,6.13,16.9,10.8,1.02
Kadin Borck,Concordia Chicago,NACC,P,So.,14.2,62.0,4.17,141.0,6.07,15.9,9.8,1.16
Jack Carroll,Concordia Chicago,NACC,P,Sr.,15.0,78.0,4.23,139.0,6.08,16.1,10.0,0.85
Kyle Connelly,Concordia Chicago,NACC,P,So.,14.2,70.0,4.33,136.0,8.96,18.8,9.8,1.49
Dylan Ferraro,Concordia Chicago,NACC,P,Jr.,36.6,170.0,4.3,137.0,5.59,15.6,10.0,1.34
Eliot Higgins,Concordia Chicago,NACC,P,Sr.,28.2,112.0,4.19,140.0,10.83,20.1,9.3,2.13
Jack Linko,Concordia Chicago,NACC,P,So.,21.1,93.0,4.05,145.0,8.43,17.7,9.3,1.38
Ryan Renella,Concordia Chicago,NACC,P,So.,53.2,235.0,4.6,128.0,6.71,17.0,10.3,2.08
Dylan Scott,Concordia Chicago,NACC,P,Jr.,44.4,216.0,5.06,116.0,4.93,15.0,10.0,2.12
Michael Southard,Concordia Chicago,NACC,P,Jr.,36.2,159.0,4.28,137.0,8.09,17.2,9.1,1.71
Grant Anderson,Concordia-M'head,MIAC,P,Jr.,27.3,129.0,4.66,126.0,4.99,15.8,10.8,1.47
Dylan Inniger,Concordia-M'head,MIAC,P,Sr.,21.3,101.0,5.02,117.0,4.22,16.5,12.3,2.11
Thad Lieser,Concordia-M'head,MIAC,P,Jr.,11.4,53.0,4.42,133.0,5.69,15.6,9.9,1.33
Wyatt Mohr,Concordia-M'head,MIAC,P,Jr.,15.6,75.0,4.0,147.0,9.62,19.4,9.8,1.33
Grant Paffrath,Concordia-M'head,MIAC,P,So.,19.1,93.0,4.46,132.0,5.66,16.3,10.6,1.38
Brayden Wolfgram,Concordia-M'head,MIAC,P,So.,24.0,101.0,4.2,140.0,8.1,17.4,9.3,1.67
Lucas Brutsche,Cornell College,MWC,P,Jr.,37.6,195.0,4.92,120.0,4.33,14.0,9.7,1.75
Logan Gannon,Cornell College,MWC,P,So.,39.2,193.0,4.26,138.0,8.04,18.4,10.4,1.28
Thomas Hunt,Cornell College,MWC,P,Sr.,37.1,181.0,3.55,166.0,8.36,16.8,8.5,0.54
Caleb Smith,Cornell College,MWC,P,Jr.,22.6,108.0,5.56,106.0,3.39,10.4,7.0,3.23
Dan Collins,Cortland,SUNYAC,P,So.,11.0,52.0,4.34,135.0,8.06,18.2,10.1,1.6
Tommy Lynch,Cortland,SUNYAC,P,Sr.,26.8,112.0,3.45,170.0,14.08,22.0,7.9,1.46
Brady Mazzeo,Cortland,SUNYAC,P,Jr.,17.3,84.0,4.08,144.0,6.53,18.5,12.0,0.73
Zack Zarrilli,Cortland,SUNYAC,P,Sr.,14.5,65.0,4.46,132.0,8.95,19.0,10.1,2.04
Kyle DeBoer,Curry,CNE,P,Jr.,21.1,124.0,5.78,102.0,3.55,14.0,10.5,2.13
Jack Keane,Curry,CNE,P,Jr.,19.2,112.0,5.63,104.0,2.93,13.6,10.6,1.97
Henry Marino,Curry,CNE,P,Jr.,26.2,142.0,4.8,123.0,5.44,15.8,10.3,1.46
Mike Riordan,Curry,CNE,P,So.,14.1,66.0,4.25,138.0,6.37,16.8,10.4,1.14
Reegan Thomas,Curry,CNE,P,Sr.,11.0,72.0,4.72,125.0,5.52,16.7,11.1,0.88
Johnny Curry,DePauw,NCAC,P,Sr.,13.9,76.0,5.51,107.0,4.37,14.4,10.0,2.35
Charlie Hawk,DePauw,NCAC,P,Sr.,33.9,175.0,4.95,119.0,6.23,19.4,13.1,1.75
Josh Heitert,DePauw,NCAC,P,Jr.,15.4,79.0,4.34,135.0,6.4,16.2,9.8,1.03
Jamison Lewis,DePauw,NCAC,P,So.,47.2,215.0,4.44,132.0,5.7,15.5,9.8,1.45
Talan Loza,DePauw,NCAC,P,So.,14.2,69.0,4.54,130.0,7.73,16.7,9.0,1.87
Finn O'Meara,DePauw,NCAC,P,Jr.,29.0,144.0,4.27,138.0,7.22,19.4,12.1,0.77
Pearse Riendeau,DePauw,NCAC,P,Sr.,34.8,153.0,3.77,156.0,10.19,20.1,9.9,1.08
Lucas Stephan,DePauw,NCAC,P,So.,20.0,93.0,4.61,128.0,8.53,18.3,9.8,2.06
Nate Tencza,DePauw,NCAC,P,Sr.,31.4,145.0,4.08,144.0,8.41,16.1,7.7,1.44
Jake Thometz,DePauw,NCAC,P,Sr.,21.3,109.0,4.34,135.0,7.51,18.1,10.6,1.14
Jaylen Windmiller,DePauw,NCAC,P,So.,23.1,102.0,3.94,149.0,7.09,16.4,9.3,1.01
James Dehaven,Delaware Valley,MAC Freedom,P,So.,12.1,82.0,5.05,116.0,6.0,16.7,10.7,1.43
Connor Esbenshade,Delaware Valley,MAC Freedom,P,Sr.,34.3,171.0,4.53,130.0,8.31,19.8,11.5,1.7
Patrick Flynn,Delaware Valley,MAC Freedom,P,Sr.,19.1,104.0,4.44,132.0,5.58,14.4,8.8,1.06
Colin Foley,Delaware Valley,MAC Freedom,P,Sr.,16.5,82.0,4.52,130.0,4.08,15.6,11.5,1.05
Travis Loewe,Delaware Valley,MAC Freedom,P,So.,34.0,200.0,5.23,112.0,3.33,14.0,10.7,1.51
Connor Newman,Delaware Valley,MAC Freedom,P,Jr.,15.3,95.0,6.61,89.0,2.32,14.9,12.5,2.75
Lucas Santise,Delaware Valley,MAC Freedom,P,Jr.,24.2,133.0,4.71,125.0,6.16,16.5,10.3,1.51
Ryan Paganelis,Denison,NCAC,P,Sr.,10.2,43.0,3.99,147.0,7.92,18.4,10.4,1.06
Will Rettig,Denison,NCAC,P,Sr.,65.9,280.0,3.81,154.0,11.39,20.4,9.0,1.47
Jack Rollo,Denison,NCAC,P,Jr.,33.2,146.0,3.84,153.0,9.1,18.5,9.4,0.99
Eron Vega,Denison,NCAC,P,So.,15.2,68.0,4.37,135.0,7.12,17.2,10.0,1.51
Charlie Bien,Dickinson,Centennial,P,Sr.,19.0,96.0,4.34,135.0,9.41,18.3,8.9,1.49
Sam Bliss,Dickinson,Centennial,P,So.,28.2,143.0,4.02,146.0,7.22,17.2,10.0,0.89
Austin Buzza,Dickinson,Centennial,P,Sr.,48.7,224.0,4.05,145.0,9.88,18.2,8.3,1.55
Ben Myers,Dickinson,Centennial,P,Jr.,35.5,165.0,4.45,132.0,10.16,19.1,9.0,2.15
Drew Norton,Dickinson,Centennial,P,Jr.,37.0,160.0,3.96,148.0,6.27,17.0,10.7,0.73
Dylan Robinson,Dickinson,Centennial,P,Jr.,10.1,61.0,6.31,93.0,6.88,16.2,9.3,3.45
Aidan Bauer,Drew,Landmark,P,Jr.,28.0,136.0,4.58,128.0,2.74,15.9,13.2,0.89
Tyler Bell,Drew,Landmark,P,Jr.,30.1,142.0,4.22,139.0,5.15,15.1,10.0,1.05
Nick Garbooshian,Drew,Landmark,P,So.,21.0,111.0,4.77,123.0,5.17,15.3,10.1,1.3
Brandon Kobryn,Drew,Landmark,P,Sr.,43.4,208.0,4.84,121.0,3.09,16.1,13.0,1.41
Graham Ross,Drew,Landmark,P,Jr.,20.1,107.0,5.12,115.0,5.65,16.4,10.7,1.96
Shae Buskohl,Dubuque,American Rivers,P,Sr.,42.3,191.0,3.56,165.0,10.37,19.2,8.8,1.01
Ashr Harris,Dubuque,American Rivers,P,Sr.,23.1,117.0,5.72,103.0,7.53,18.5,10.9,3.46
Angel Reyes,Dubuque,American Rivers,P,So.,37.1,169.0,4.29,137.0,7.05,16.9,9.9,1.36
Josh Rogde,Dubuque,American Rivers,P,Sr.,23.0,97.0,3.59,164.0,10.46,19.6,9.2,0.77
Casey Blevins,Earlham,HCAC,P,So.,52.0,248.0,4.46,132.0,7.28,17.2,9.9,1.79
Cayman Huntsman,Earlham,HCAC,P,Jr.,15.1,85.0,5.06,116.0,6.13,16.2,10.1,1.82
Kyle Jeffries,Earlham,HCAC,P,Jr.,57.8,272.0,4.26,138.0,7.23,15.3,8.1,1.4
