Name,Team,Conference,Position,Class,IP,BF,ERA,FIP+,K%-BB%,K%,BB%,HR%
Ricardo Landeros,Rogers St.,Mid-America Intercollegiate,P,Sr.,20.1,95.0,5.06,116.0,7.43,16.7,9.3,2.68
Ryan Seymour,Rogers St.,Mid-America Intercollegiate,P,Sr.,21.1,102.0,4.19,140.0,6.68,16.9,10.3,1.1
Dylan Weddle,Rogers St.,Mid-America Intercollegiate,P,Sr.,17.2,90.0,5.59,105.0,5.47,16.7,11.2,2.75
Andrew Binns-Loveman,UVA Wise,SAC,P,Jr.,14.1,73.0,5.88,100.0,5.6,17.6,12.0,3.29
Hunter Garrett,UVA Wise,SAC,P,Sr.,11.2,60.0,4.77,123.0,8.27,18.4,10.1,2.01
Luke Johnson,UVA Wise,SAC,P,Jr.,36.4,172.0,5.04,117.0,5.14,16.2,11.1,2.13
Mason McAlarnis,UVA Wise,SAC,P,So.,11.2,54.0,4.76,124.0,7.78,18.6,10.8,2.14
Spencer Powell,UVA Wise,SAC,P,Jr.,45.4,217.0,4.99,118.0,7.59,17.5,9.9,2.51
Eli Reece,UVA Wise,SAC,P,Sr.,19.2,105.0,6.48,91.0,1.13,14.9,13.8,2.84
Houston Sarvis,UVA Wise,SAC,P,Jr.,62.1,275.0,4.49,131.0,9.19,18.6,9.4,2.19
Bo Trantham,UVA Wise,SAC,P,Jr.,19.6,94.0,5.35,110.0,5.68,18.4,12.7,2.83
Ryan Whitson,UVA Wise,SAC,P,Sr.,16.0,76.0,5.68,104.0,6.69,17.5,10.8,3.58
Ethan Willis,UVA Wise,SAC,P,Sr.,16.0,81.0,5.15,114.0,6.51,18.7,12.2,2.33
Jonah Cook,Spring Hill,SIAC,P,Jr.,19.1,90.0,4.8,123.0,7.92,18.2,10.3,2.22
Garrett Lott,Spring Hill,SIAC,P,Sr.,20.2,94.0,4.55,129.0,9.94,22.9,12.9,2.17
Dylan Peck,Spring Hill,SIAC,P,Sr.,15.0,74.0,4.57,129.0,8.15,17.7,9.5,1.85
Lukas Arvantides,Southern Wesleyan,Conference Carolinas,P,Jr.,48.1,240.0,5.18,114.0,7.73,17.5,9.8,2.65
Logan Brazell,Southern Wesleyan,Conference Carolinas,P,Sr.,30.1,145.0,4.32,136.0,7.51,18.9,11.4,1.31
Mason Clark,Southern Wesleyan,Conference Carolinas,P,Sr.,16.2,95.0,5.31,111.0,6.17,17.5,11.3,2.16
Cole Davis,Southern Wesleyan,Conference Carolinas,P,So.,29.1,136.0,4.63,127.0,4.89,16.3,11.4,1.68
Nick Gonsalves,Southern Wesleyan,Conference Carolinas,P,Sr.,18.0,89.0,4.42,133.0,6.35,18.3,11.9,1.17
Kamden Mongan,Southern Wesleyan,Conference Carolinas,P,So.,23.2,126.0,5.73,103.0,5.68,16.1,10.4,2.89
Cole Smith,Southern Wesleyan,Conference Carolinas,P,Fr.,20.0,95.0,5.27,112.0,6.1,17.4,11.3,2.8
Cayden Towell,Southern Wesleyan,Conference Carolinas,P,Sr.,12.1,64.0,5.64,104.0,4.69,15.4,10.7,2.57
Coleman Wylie,Southern Wesleyan,Conference Carolinas,P,So.,20.0,102.0,4.78,123.0,7.06,18.0,11.0,1.8
Blake Altschuler,Emmanuel (GA),Conference Carolinas,P,Jr.,15.0,68.0,5.12,115.0,7.18,17.8,10.6,2.9
Jacob Bodkin,Emmanuel (GA),Conference Carolinas,P,Sr.,17.4,94.0,5.29,111.0,5.65,17.5,11.8,1.92
Zach Evans,Emmanuel (GA),Conference Carolinas,P,So.,34.0,151.0,4.94,119.0,7.22,17.5,10.3,2.4
Hunter Maddox,Emmanuel (GA),Conference Carolinas,P,Sr.,17.3,80.0,5.16,114.0,6.62,16.1,9.5,2.82
Lucas Meehan,Emmanuel (GA),Conference Carolinas,P,Sr.,33.0,170.0,4.54,130.0,6.37,16.4,10.0,1.5
Hunter Pirkle,Emmanuel (GA),Conference Carolinas,P,Jr.,66.5,299.0,4.42,133.0,8.12,18.2,10.0,1.78
Brayden Pooler,Emmanuel (GA),Conference Carolinas,P,So.,27.1,130.0,4.93,119.0,6.15,17.3,11.1,1.95
Ethan Pooler,Emmanuel (GA),Conference Carolinas,P,Sr.,41.5,191.0,4.61,128.0,12.64,20.9,8.2,2.95
Jack Clark,Cal St. San Marcos,CCAA,P,So.,22.0,86.0,4.6,128.0,8.31,18.2,9.9,2.6
Christian Garcia,CUI,PacWest,P,So.,50.2,251.0,5.17,114.0,7.58,17.6,10.0,2.63
Matthew Kaiser,CUI,PacWest,P,Jr.,41.3,186.0,4.16,141.0,9.92,19.7,9.7,1.81
Evan Langer,CUI,PacWest,P,Sr.,53.2,258.0,4.42,133.0,8.77,17.2,8.5,2.02
Troy May,CUI,PacWest,P,Sr.,13.2,65.0,4.48,131.0,5.83,17.1,11.3,1.19
Michael Panichi,CUI,PacWest,P,Sr.,38.8,174.0,4.72,125.0,7.84,17.4,9.6,2.48
Josh Pugh,CUI,PacWest,P,Sr.,40.0,196.0,4.61,128.0,10.7,20.8,10.1,2.13
Riley Ricken,CUI,PacWest,P,So.,10.0,52.0,5.24,112.0,7.56,19.0,11.4,2.64
Marcus Peters,Okla. Baptist,GAC,P,Sr.,47.2,228.0,4.76,124.0,9.21,21.0,11.8,2.2
Braden Smith,Okla. Baptist,GAC,P,Jr.,56.6,251.0,4.41,133.0,10.74,18.6,7.9,2.42
Dylan Alanis,Biola,PacWest,P,Sr.,32.1,166.0,4.78,123.0,7.47,17.6,10.2,1.96
Luke Ballantyne,Biola,PacWest,P,So.,64.1,301.0,4.86,121.0,7.49,19.5,12.0,2.28
Nick Brown,Biola,PacWest,P,Sr.,19.6,92.0,6.44,91.0,7.06,16.8,9.7,5.05
Aidan Cube,Biola,PacWest,P,So.,11.1,54.0,5.09,116.0,6.82,17.3,10.5,2.53
Nathan Hernandez,Biola,PacWest,P,Sr.,13.1,62.0,5.22,113.0,9.56,19.4,9.8,3.22
John Iacono,Biola,PacWest,P,So.,24.2,125.0,4.73,124.0,8.26,19.1,10.9,1.98
Gabe Magallan,Biola,PacWest,P,Sr.,37.4,184.0,5.69,103.0,6.59,17.7,11.1,3.0
Jack O'Brasky,Biola,PacWest,P,So.,29.0,134.0,4.82,122.0,8.6,19.0,10.4,2.53
Kyle Rogers,Biola,PacWest,P,So.,23.7,112.0,4.57,129.0,7.12,18.9,11.8,1.71
Blake Wentz,Biola,PacWest,P,Sr.,29.5,152.0,5.99,98.0,2.39,14.0,11.6,2.89
Connor Apligian,Davenport,GLIAC,P,Sr.,14.0,66.0,4.19,140.0,8.21,18.9,10.7,1.34
Aidan Arbaugh,Davenport,GLIAC,P,Sr.,13.0,69.0,4.92,120.0,6.37,17.9,11.5,1.9
Colton Blankstrom,Davenport,GLIAC,P,Sr.,26.1,115.0,3.75,157.0,8.96,17.9,8.9,1.03
Ian Dixon,Davenport,GLIAC,P,Sr.,10.0,57.0,4.61,128.0,7.3,18.0,10.7,1.41
Brayden Flanders,Davenport,GLIAC,P,Sr.,19.1,101.0,4.91,120.0,6.47,17.3,10.8,1.43
Brandon Skorupski,Davenport,GLIAC,P,Sr.,24.3,106.0,4.58,128.0,7.32,17.0,9.7,2.28
Austin VanderMarkt,Davenport,GLIAC,P,Sr.,52.6,231.0,3.89,151.0,8.1,17.3,9.2,1.08
Cody Hazzard,Purdue Northwest,GLIAC,P,Jr.,13.3,72.0,5.85,101.0,3.87,17.2,13.3,2.5
Ethan Knopf,Purdue Northwest,GLIAC,P,Jr.,24.2,136.0,5.76,102.0,3.69,16.1,12.4,2.21
Doug Loden,Purdue Northwest,GLIAC,P,Jr.,12.1,69.0,5.8,101.0,4.7,17.2,12.5,2.54
Blake Newell,Purdue Northwest,GLIAC,P,Jr.,25.4,123.0,4.44,132.0,6.55,17.4,10.9,1.48
Conor Pangburn,Purdue Northwest,GLIAC,P,Sr.,42.0,200.0,4.53,130.0,4.88,16.5,11.7,1.32
Mitchell Stanton,Purdue Northwest,GLIAC,P,So.,51.0,234.0,4.27,138.0,6.33,17.0,10.6,1.25
Owen Walkowiak,Purdue Northwest,GLIAC,P,Sr.,40.3,192.0,4.2,140.0,10.1,20.8,10.7,1.73
Ryan Fiore,Staten Island,ECC,P,Sr.,15.1,76.0,4.91,120.0,7.38,16.8,9.4,1.96
Michael Furst,Staten Island,ECC,P,Jr.,33.0,167.0,4.55,129.0,8.16,17.3,9.1,1.87
Jack Kehoe,Staten Island,ECC,P,So.,15.2,63.0,4.3,137.0,7.59,18.2,10.7,1.69
Aidan Kelty,Staten Island,ECC,P,Sr.,30.9,147.0,4.47,132.0,4.57,15.9,11.3,1.37
Alex Martinez,Staten Island,ECC,P,Sr.,28.0,146.0,4.92,120.0,6.94,18.4,11.4,1.86
Nick Pusinelli,Staten Island,ECC,P,Jr.,19.2,111.0,5.27,112.0,4.95,18.2,13.2,1.7
Anthony Salmonese,Staten Island,ECC,P,So.,12.0,65.0,4.76,124.0,6.59,17.7,11.1,1.67
Dylan Blomquist,UT Tyler,Lone Star,P,Sr.,42.9,194.0,4.38,134.0,8.25,17.3,9.0,2.0
Julio Garcia,UT Tyler,Lone Star,P,Sr.,22.6,109.0,4.64,127.0,9.63,20.3,10.7,2.17
Jacob Hadden,UT Tyler,Lone Star,P,Sr.,26.0,113.0,4.96,119.0,7.87,17.5,9.6,2.92
Will Johnson,UT Tyler,Lone Star,P,Jr.,20.0,97.0,4.24,139.0,10.78,22.2,11.4,1.55
Noah Lindt,UT Tyler,Lone Star,P,Sr.,15.1,68.0,4.1,143.0,8.63,20.7,12.1,1.32
Ethan Stone,UT Tyler,Lone Star,P,Jr.,25.1,134.0,5.47,107.0,5.74,16.7,11.0,2.27
Nash Villegas,UT Tyler,Lone Star,P,Sr.,23.9,115.0,5.07,116.0,7.82,19.7,11.9,2.55
Cooper Weatherly,UT Tyler,Lone Star,P,So.,11.1,50.0,5.25,112.0,9.44,19.4,10.0,3.37
Zach Dodson,Frostburg St.,MEC,P,So.,61.5,284.0,4.52,130.0,9.96,17.9,7.9,2.46
Hunter Layhew,Frostburg St.,MEC,P,So.,16.0,82.0,4.65,126.0,8.5,19.0,10.5,1.93
Joe Pippin,Frostburg St.,MEC,P,Sr.,39.2,174.0,3.71,158.0,10.0,19.5,9.5,1.13
Kijani (KJ) Clarington,Savannah St.,SIAC,P,Jr.,20.1,101.0,5.01,117.0,5.91,17.8,11.9,2.12
Gregory Gonzalez Jr,Savannah St.,SIAC,P,Jr.,47.6,231.0,4.09,144.0,7.81,19.5,11.7,0.9
Joshua Krutchik,Savannah St.,SIAC,P,Fr.,10.1,58.0,5.19,113.0,6.68,17.8,11.1,2.11
Austin McCormack,Savannah St.,SIAC,P,Fr.,41.2,199.0,4.4,134.0,7.93,17.9,10.0,1.61
Adonis Perez,Savannah St.,SIAC,P,Sr.,24.4,114.0,4.43,133.0,7.45,19.0,11.5,1.59
Brayden Thomas,Savannah St.,SIAC,P,Jr.,68.8,307.0,4.26,138.0,6.72,17.5,10.8,1.25
Aidan Turner,Savannah St.,SIAC,P,Fr.,10.0,58.0,5.27,112.0,6.28,17.6,11.3,2.11
Jakob Denall,D'Youville,ECC,P,So.,17.2,103.0,5.13,115.0,8.04,19.0,10.9,2.12
Ty Graczyk,D'Youville,ECC,P,So.,41.2,198.0,4.34,135.0,6.32,16.6,10.3,1.37
Blaise Kolbert,D'Youville,ECC,P,Sr.,21.6,101.0,3.82,154.0,9.04,17.8,8.8,0.94
Mihir Manerikar,D'Youville,ECC,P,Jr.,29.2,143.0,5.2,113.0,3.57,15.4,11.9,1.78
Ryan McCarthy,D'Youville,ECC,P,Sr.,31.0,142.0,4.14,142.0,6.75,15.7,8.9,1.36
Billy Morris,D'Youville,ECC,P,Sr.,61.9,276.0,3.66,161.0,9.73,17.5,7.8,1.24
Colby Wilson,D'Youville,ECC,P,Sr.,63.3,314.0,6.02,98.0,5.69,15.6,9.9,3.82
John Carver,Adelphi,NE10,P,Sr.,30.9,157.0,5.51,107.0,2.44,19.6,17.2,1.71
Matthew Curto,Adelphi,NE10,P,So.,10.1,64.0,4.99,118.0,6.75,17.6,10.8,1.68
CJ Forman,Adelphi,NE10,P,So.,20.1,89.0,4.59,128.0,6.55,17.1,10.5,1.88
Billy Kind,Adelphi,NE10,P,Jr.,31.0,148.0,5.96,99.0,3.83,14.5,10.7,3.47
Jacob Lee,Adelphi,NE10,P,Sr.,15.2,81.0,4.87,121.0,5.05,16.9,11.8,1.21
Cam Letourneau,Adelphi,NE10,P,Jr.,12.3,65.0,4.7,125.0,5.59,16.8,11.2,1.45
Zach Rovner,Adelphi,NE10,P,Sr.,18.9,91.0,5.23,112.0,2.41,16.1,13.7,1.56
Jake Sekinski,Adelphi,NE10,P,Jr.,28.1,148.0,5.31,111.0,4.88,16.1,11.2,2.12
Michael Tufo,Adelphi,NE10,P,Sr.,18.2,94.0,5.37,109.0,6.87,17.5,10.7,2.69
Jaxon Hay,UAH,Gulf South,P,So.,14.0,70.0,4.91,120.0,8.65,18.8,10.2,2.38
Cole Loftis,UAH,Gulf South,P,Sr.,23.4,118.0,4.68,126.0,9.6,21.0,11.4,2.36
Logan Mooney,UAH,Gulf South,P,Jr.,13.0,68.0,4.35,135.0,7.11,18.6,11.5,1.16
Colin Patterson,UAH,Gulf South,P,Jr.,61.1,292.0,4.44,132.0,10.99,20.8,9.8,2.34
Tyler Smith,UAH,Gulf South,P,Jr.,14.2,74.0,5.44,108.0,6.83,18.6,11.7,2.6
Calvin Baker,Albany St. (GA),SIAC,P,Sr.,45.3,206.0,4.68,126.0,7.61,18.7,11.1,2.22
Ryan Brown,Albany St. (GA),SIAC,P,Sr.,31.3,140.0,4.83,122.0,6.24,15.6,9.3,2.46
Sebastian Griffeth,Albany St. (GA),SIAC,P,Jr.,14.1,79.0,5.17,114.0,4.44,16.0,11.6,1.73
Quindon Wright,Albany St. (GA),SIAC,P,So.,21.1,117.0,5.56,106.0,6.42,17.1,10.7,2.66
Charlie Calvanese,American Int'l,NE10,P,Sr.,22.0,128.0,6.79,87.0,5.86,16.6,10.7,4.04
Alvin Gomez,American Int'l,NE10,P,So.,34.2,172.0,5.84,101.0,5.68,16.7,11.0,3.34
Aidan Greene,American Int'l,NE10,P,Jr.,16.0,87.0,4.79,123.0,8.49,19.3,10.8,1.83
Brandon Morrison,American Int'l,NE10,P,Jr.,25.0,102.0,4.88,120.0,6.57,16.0,9.5,2.79
Romel Roca,American Int'l,NE10,P,Jr.,19.3,99.0,4.84,121.0,6.78,17.2,10.4,1.84
Greg Sherokow,American Int'l,NE10,P,Jr.,20.2,112.0,4.85,121.0,6.07,16.7,10.7,1.65
Clayton Broeder,Angelo St.,Lone Star,P,Sr.,14.0,69.0,4.45,132.0,9.15,20.0,10.9,1.85
Josh Reed,Angelo St.,Lone Star,P,So.,24.2,113.0,4.57,129.0,10.29,20.1,9.9,2.41
Griffin Ailes,Ashland,G-MAC,P,Jr.,30.0,117.0,4.08,144.0,8.67,18.3,9.6,1.62
Mason Brown,Ashland,G-MAC,P,Fr.,37.2,171.0,4.65,126.0,4.84,15.5,10.7,1.2
Chase Carter,Ashland,G-MAC,P,Sr.,35.1,156.0,3.87,152.0,10.49,20.2,9.7,1.15
Carter McFarland,Ashland,G-MAC,P,Jr.,22.2,102.0,4.28,137.0,8.0,18.9,10.9,1.32
David Smith,Ashland,G-MAC,P,Sr.,29.1,128.0,3.59,164.0,10.99,19.6,8.7,0.97
Ethan Barrington,Assumption,NE10,P,Jr.,11.0,76.0,5.66,104.0,5.48,16.7,11.3,1.91
Luke Barry,Assumption,NE10,P,Jr.,21.9,118.0,5.4,109.0,4.79,16.1,11.4,2.33
Ryan Cloutier,Assumption,NE10,P,Sr.,27.3,144.0,5.78,102.0,7.2,17.2,10.0,3.5
Matt Connor,Assumption,NE10,P,Jr.,12.2,58.0,4.87,121.0,8.47,18.2,9.7,2.56
Cole Constantine,Assumption,NE10,P,Jr.,23.7,107.0,4.45,132.0,5.92,16.9,11.0,1.48
Michael Crowley,Assumption,NE10,P,Jr.,22.4,124.0,5.62,105.0,5.55,16.9,11.3,2.57
Kyle Keating,Assumption,NE10,P,Sr.,40.9,192.0,5.68,104.0,6.65,17.7,11.0,3.58
Jack Lizewski,Assumption,NE10,P,Jr.,14.0,99.0,5.56,106.0,4.98,16.3,11.3,1.74
Evan Remington,Assumption,NE10,P,Jr.,44.7,223.0,5.04,117.0,4.75,17.6,12.9,1.96
Dawson Campbell,Augusta,Peach Belt,P,Sr.,21.4,111.0,5.93,99.0,0.63,12.8,12.2,2.28
Ty Cobb,Augusta,Peach Belt,P,So.,34.7,158.0,5.18,114.0,4.29,15.4,11.1,2.37
Eli Durnell,Augusta,Peach Belt,P,Sr.,14.2,80.0,5.56,106.0,6.3,18.7,12.4,2.34
Caleb Jatko,Augusta,Peach Belt,P,Sr.,27.1,132.0,5.04,117.0,6.41,18.3,11.9,2.25
Griffin Stewart,Augusta,Peach Belt,P,Jr.,34.4,170.0,5.37,109.0,7.28,17.7,10.4,2.94
Drew Ball,Augustana (SD),NSIC,P,Sr.,14.0,66.0,4.84,121.0,10.12,20.8,10.7,2.54
Ryan Clementi,Augustana (SD),NSIC,P,Sr.,18.8,88.0,4.85,121.0,8.23,18.5,10.2,2.56
Maddox Foss,Augustana (SD),NSIC,P,Jr.,11.1,58.0,5.02,117.0,6.92,18.0,11.0,2.08
Mariano Gomez,Augustana (SD),NSIC,P,Sr.,37.6,162.0,3.07,192.0,18.45,28.1,9.6,1.2
Braxton Kusler,Augustana (SD),NSIC,P,So.,39.0,190.0,4.61,128.0,6.99,19.7,12.8,1.65
Ashton Michek,Augustana (SD),NSIC,P,Sr.,65.6,278.0,3.71,158.0,12.84,22.5,9.6,1.58
Ian Segna,Augustana (SD),NSIC,P,So.,56.7,258.0,5.22,113.0,8.24,16.8,8.6,3.38
Jack Sutton,Augustana (SD),NSIC,P,Sr.,14.0,64.0,4.41,133.0,9.02,19.3,10.2,1.96
Joel Van De Stroet,Augustana (SD),NSIC,P,So.,16.0,81.0,4.75,124.0,6.66,18.2,11.5,1.58
Mason Blocker,Barry,Sunshine State,P,So.,75.0,342.0,5.15,114.0,4.39,14.5,10.1,2.48
Sean Driscoll,Barry,Sunshine State,P,Sr.,53.1,265.0,4.38,134.0,10.57,18.6,8.0,1.98
Jack Ensell,Barry,Sunshine State,P,So.,27.0,138.0,4.62,127.0,6.96,17.9,11.0,1.61
Aiden Ewe,Barry,Sunshine State,P,Sr.,13.2,72.0,4.5,131.0,8.45,19.9,11.5,1.29
Brady King,Barry,Sunshine State,P,So.,22.2,106.0,5.09,116.0,6.14,16.7,10.6,2.43
Beau Barry,Bemidji St.,NSIC,P,Sr.,12.4,82.0,6.96,84.0,0.9,16.8,15.9,2.49
Connor Donlin,Bemidji St.,NSIC,P,So.,19.0,91.0,4.56,129.0,7.19,17.0,9.8,1.87
Matt Filippi,Bemidji St.,NSIC,P,Jr.,21.6,126.0,6.23,94.0,5.5,15.8,10.3,2.88
Josh Haugen,Bemidji St.,NSIC,P,Jr.,40.2,233.0,5.76,102.0,2.99,14.5,11.5,1.91
Bret Inman,Bemidji St.,NSIC,P,So.,16.1,83.0,5.07,116.0,6.72,16.7,9.9,2.27
Cole Smith,Bemidji St.,NSIC,P,Sr.,20.0,95.0,5.27,112.0,6.1,17.4,11.3,2.8
Jacob Smith,Bemidji St.,NSIC,P,Jr.,23.4,118.0,5.69,103.0,7.88,16.8,8.9,3.7
Jaquez Akins,Benedict,SIAC,P,So.,22.1,121.0,5.53,106.0,5.13,17.4,12.2,2.32
Jonathan Olmedo,Benedict,SIAC,P,Sr.,15.2,84.0,4.53,130.0,6.5,17.0,10.5,1.2
Anthony Ramos,Benedict,SIAC,P,So.,21.1,108.0,5.47,107.0,6.3,17.8,11.5,2.74
Keegan Antelman,Bentley,NE10,P,Jr.,26.2,121.0,4.66,126.0,7.21,16.9,9.7,2.17
Zach Eigenbrod,Bentley,NE10,P,So.,61.1,259.0,4.15,142.0,8.9,19.0,10.1,1.62
Ryan Glupe,Bentley,NE10,P,Sr.,43.4,209.0,5.0,118.0,5.61,15.4,9.8,2.19
Pat Heber,Bentley,NE10,P,Sr.,68.9,308.0,4.35,135.0,9.93,19.9,10.0,2.21
Jayden Longdin,Bentley,NE10,P,Jr.,25.9,134.0,4.8,123.0,7.44,18.2,10.8,1.99
Evan McCarthy,Bentley,NE10,P,Sr.,40.7,180.0,4.12,143.0,13.84,23.7,9.9,1.78
Timmy Orie,Bentley,NE10,P,Sr.,23.9,106.0,4.51,130.0,6.54,15.7,9.2,2.02
Gabe White,Bentley,NE10,P,Jr.,14.8,65.0,4.47,132.0,5.59,17.4,11.9,1.45
Brock Hammaker,Bloomsburg,PSAC,P,So.,36.2,176.0,5.14,114.0,6.7,17.8,11.1,2.51
Ben Jones,Bloomsburg,PSAC,P,So.,20.4,93.0,4.42,133.0,9.46,19.9,10.4,2.0
Landon Lorson,Bloomsburg,PSAC,P,Jr.,30.5,151.0,5.11,115.0,5.37,17.8,12.5,2.01
Matthew Marsten,Bloomsburg,PSAC,P,So.,27.2,132.0,4.99,118.0,6.24,17.9,11.7,2.24
Pete Modrovsky,Bloomsburg,PSAC,P,So.,28.1,138.0,5.16,114.0,5.06,16.8,11.8,2.2
Riley Powers,Bloomsburg,PSAC,P,Sr.,24.8,127.0,4.62,127.0,7.16,17.8,10.6,1.83
Nolan Walker,Bloomsburg,PSAC,P,So.,11.2,71.0,5.77,102.0,7.03,19.6,12.6,2.37
Brian Walsh,Bloomsburg,PSAC,P,Jr.,26.4,134.0,4.91,120.0,6.22,17.4,11.2,1.98
Brandon Wozniak,Bloomsburg,PSAC,P,So.,44.2,211.0,4.76,124.0,6.23,15.8,9.6,2.05
Christian Zito,Bloomsburg,PSAC,P,So.,10.1,65.0,5.63,104.0,5.16,16.7,11.5,2.05
James Ackerman,Bridgeport,CACC,P,Sr.,38.6,195.0,5.1,115.0,6.04,16.9,10.9,2.2
Vincenzo Bruno,Bridgeport,CACC,P,Sr.,27.3,126.0,4.48,131.0,5.54,17.8,12.2,1.25
A. Bulger,Bridgeport,CACC,P,So.,39.2,197.0,4.53,130.0,4.9,14.7,9.8,1.37
Tyler Hodella,Bridgeport,CACC,P,Sr.,23.3,124.0,4.99,118.0,3.71,15.1,11.3,1.35
Brendan Palmer,Bridgeport,CACC,P,Sr.,43.7,200.0,4.53,130.0,10.52,17.5,6.9,2.77
Luke Russo,Bridgeport,CACC,P,Jr.,18.0,94.0,4.9,120.0,6.16,17.4,11.3,1.77
Thomas Stapleton,Bridgeport,CACC,P,Sr.,17.0,73.0,5.14,114.0,6.63,16.6,10.0,3.02
Dominick Weidtman,Bridgeport,CACC,P,Jr.,13.0,56.0,4.54,130.0,7.94,19.0,11.1,2.1
Matt Wild,Bridgeport,CACC,P,Sr.,20.3,107.0,4.9,120.0,5.2,17.2,12.0,1.23
Andrew Campbell,Cal Poly Pomona,CCAA,P,Sr.,21.2,104.0,4.18,141.0,8.46,18.6,10.1,1.28
Anthony Cosme,Cal Poly Pomona,CCAA,P,So.,59.2,286.0,4.44,132.0,8.2,17.0,8.8,1.94
Dylan Esquival,Cal Poly Pomona,CCAA,P,Sr.,31.6,146.0,3.87,152.0,9.31,19.7,10.4,1.03
Sean Suriyaniel,Cal Poly Pomona,CCAA,P,So.,13.2,59.0,4.54,130.0,8.09,17.7,9.7,2.1
Colt Tucker,Cal Poly Pomona,CCAA,P,Sr.,16.1,81.0,5.17,114.0,6.03,16.6,10.5,2.33
Anthony Vasquez,Cal Poly Pomona,CCAA,P,Jr.,27.9,132.0,4.81,122.0,9.79,19.0,9.2,2.84
Julian Castro,Cal St. Dom. Hills,CCAA,P,Sr.,53.0,214.0,4.23,139.0,8.51,16.6,8.0,1.98
Chris Cornelius,Cal St. Dom. Hills,CCAA,P,Sr.,20.8,102.0,4.61,128.0,8.83,20.4,11.5,1.76
River Diaz De Leon,Cal St. Dom. Hills,CCAA,P,Jr.,17.1,85.0,5.26,112.0,6.78,18.0,11.2,2.56
Trysten Eddy,Cal St. Dom. Hills,CCAA,P,Sr.,56.0,256.0,4.84,121.0,6.96,16.9,10.0,2.59
Dylan Goodrich,Cal St. Dom. Hills,CCAA,P,Sr.,12.0,59.0,4.29,137.0,7.14,17.8,10.6,1.24
Tyler Ohlson,Cal St. Dom. Hills,CCAA,P,Sr.,29.2,131.0,3.96,148.0,7.18,17.7,10.5,0.96
Darren Roberts,Cal St. Dom. Hills,CCAA,P,---,66.2,309.0,4.73,124.0,7.97,18.4,10.4,2.22
Aiden Taylor,Cal St. Dom. Hills,CCAA,P,Fr.,11.0,60.0,4.99,118.0,7.97,18.4,10.4,2.22
Jordan Townley,Cal St. Dom. Hills,CCAA,P,Sr.,59.0,275.0,4.7,125.0,6.67,17.9,11.3,1.92
Jesse Alfaro,CSUSB,CCAA,P,Sr.,11.2,67.0,5.43,108.0,8.7,19.1,10.4,2.53
Conner Batzer,CSUSB,CCAA,P,Sr.,29.7,137.0,5.14,114.0,7.44,17.0,9.6,3.08
Jojo Duran,CSUSB,CCAA,P,So.,37.1,168.0,5.21,113.0,6.78,16.8,10.0,2.84
Brian Garcia,CSUSB,CCAA,P,Sr.,19.0,92.0,5.69,103.0,8.04,17.6,9.6,3.76
Carter Herrera,CSUSB,CCAA,P,Sr.,42.3,191.0,4.71,125.0,9.96,18.0,8.1,2.95
Ivan Rodriguez,CSUSB,CCAA,P,Jr.,58.5,273.0,4.54,130.0,7.87,16.3,8.4,2.17
Kailer Saunders,CSUSB,CCAA,P,Jr.,40.4,180.0,4.18,141.0,8.44,16.0,7.6,1.91
Josh VerKuilen,CSUSB,CCAA,P,Sr.,27.0,124.0,5.04,117.0,6.82,17.2,10.4,2.78
Rocco Borrelli,Chico St.,CCAA,P,Sr.,67.1,295.0,4.55,129.0,9.22,17.5,8.3,2.59
Aaron McCurley,Chico St.,CCAA,P,Jr.,38.1,175.0,4.53,130.0,9.16,18.0,8.8,2.25
Sergio Calderon,Cal St. East Bay,CCAA,P,Sr.,20.2,111.0,6.2,95.0,6.72,17.4,10.6,3.78
Jackson Ellis,Cal St. East Bay,CCAA,P,Sr.,40.1,194.0,5.0,118.0,5.17,16.6,11.5,2.03
AJ Gamboa,Cal St. East Bay,CCAA,P,Sr.,54.3,274.0,6.06,97.0,4.64,14.7,10.1,3.63
Nicholas Goff,Cal St. East Bay,CCAA,P,So.,11.1,58.0,5.1,115.0,5.23,16.5,11.3,2.08
Eli Hernandez,Cal St. East Bay,CCAA,P,Jr.,35.2,174.0,4.92,120.0,10.73,19.6,8.9,2.76
Ryan Juric,Cal St. East Bay,CCAA,P,Sr.,30.3,144.0,5.68,104.0,5.77,16.5,10.8,3.48
Hunter Timothy,Cal St. East Bay,CCAA,P,Sr.,20.1,98.0,5.49,107.0,6.84,17.9,11.0,3.14
Moises Escobedo,Cal State LA,CCAA,P,Jr.,20.6,98.0,5.48,107.0,9.19,20.1,10.9,3.55
Brandon Gutierrez,Cal State LA,CCAA,P,Jr.,72.1,321.0,4.96,119.0,6.83,17.0,10.2,2.83
Alejandro Huezo,Cal State LA,CCAA,P,Jr.,39.2,190.0,4.82,122.0,9.41,18.2,8.8,2.49
Jonathan Manuel,Cal State LA,CCAA,P,So.,12.2,61.0,5.07,116.0,7.42,18.1,10.7,2.47
Alejandro Morales,Cal State LA,CCAA,P,Sr.,12.1,69.0,5.62,105.0,5.44,18.2,12.7,2.5
Isaac Quintero,Cal State LA,CCAA,P,So.,20.0,94.0,4.84,121.0,6.4,17.5,11.1,2.19
Ismael Quintero,Cal State LA,CCAA,P,So.,30.0,130.0,4.37,135.0,7.25,18.2,10.9,1.65
