Name,Team,Conference,Position,Class,PA,AVG,OBP,SLG,WOBA,1B,2B,3B,HR,HBP,K%,BB%
Colin Marshall,Husson,North Atlantic,INF,Sr.,106.0,0.243,0.379,0.335,0.346,16.0,3.0,1.0,1.0,5.0,19.6,13.3
Cam Rendell,Husson,North Atlantic,INF,Sr.,125.0,0.289,0.408,0.414,0.399,21.0,7.0,0.0,2.0,6.0,15.7,12.3
Michael Brown,Keuka,Empire 8,UT,Sr.,24.0,0.25,0.375,0.3,0.365,4.0,1.0,0.0,0.0,1.0,19.2,11.6
Mike Dutch,Keuka,Empire 8,INF,Jr.,40.0,0.262,0.372,0.32,0.368,7.0,2.0,0.0,0.0,2.0,17.6,10.7
Alex Evans,Keuka,Empire 8,INF,Jr.,123.0,0.315,0.415,0.41,0.391,26.0,5.0,1.0,1.0,4.0,12.5,11.5
Owen Garvey,Keuka,Empire 8,C,Jr.,41.0,0.26,0.369,0.317,0.352,7.0,2.0,0.0,0.0,1.0,24.1,13.5
Jackson Loper,Keuka,Empire 8,OF,Sr.,29.0,0.249,0.378,0.291,0.383,5.0,1.0,0.0,0.0,1.0,21.5,15.4
Logan Meisner,Keuka,Empire 8,INF,So.,17.0,0.286,0.412,0.357,0.375,3.0,1.0,0.0,0.0,1.0,18.5,10.9
Derek Novicki,Keuka,Empire 8,INF,Sr.,109.0,0.273,0.387,0.382,0.376,18.0,5.0,1.0,1.0,5.0,12.3,11.1
Ian Ruhmel,Keuka,Empire 8,OF,Jr.,96.0,0.255,0.363,0.352,0.334,16.0,3.0,1.0,1.0,2.0,19.3,12.2
Mason Smith,Keuka,Empire 8,UT,Sr.,22.0,0.263,0.364,0.316,0.367,4.0,1.0,0.0,0.0,1.0,19.2,10.4
Daniel Bonner,LaGrange,CCS,C,Sr.,136.0,0.328,0.412,0.471,0.401,29.0,6.0,1.0,3.0,6.0,12.2,8.1
Carson Burgamy,LaGrange,CCS,C,Sr.,30.0,0.316,0.429,0.355,0.406,7.0,1.0,0.0,0.0,1.0,14.7,11.9
Jorge Fragoso,LaGrange,CCS,OF,Sr.,170.0,0.301,0.387,0.415,0.377,33.0,9.0,1.0,2.0,7.0,10.4,8.4
Ben Hollenbeck,LaGrange,CCS,OF,Jr.,21.0,0.278,0.381,0.333,0.389,4.0,1.0,0.0,0.0,1.0,18.0,11.6
Nick Johnson,LaGrange,CCS,INF,So.,55.0,0.276,0.381,0.404,0.358,9.0,3.0,0.0,1.0,2.0,25.6,11.6
Colin Jones,LaGrange,CCS,INF,Sr.,69.0,0.215,0.306,0.347,0.32,9.0,2.0,0.0,2.0,2.0,27.0,9.1
Dylan LeMorta,LaGrange,CCS,OF,So.,27.0,0.261,0.37,0.304,0.373,5.0,1.0,0.0,0.0,1.0,16.1,10.8
Colton McCoy,LaGrange,CCS,C,Jr.,15.0,0.25,0.4,0.333,0.371,2.0,1.0,0.0,0.0,1.0,18.1,11.4
Jackson McElvy,LaGrange,CCS,INF,Sr.,155.0,0.337,0.439,0.436,0.418,34.0,8.0,1.0,1.0,5.0,11.7,12.0
Brady Angus,La Roche,AMCC,UT,So.,14.0,0.333,0.429,0.417,0.383,3.0,1.0,0.0,0.0,0.0,16.8,11.0
Liam Burns,La Roche,AMCC,UT,Jr.,18.0,0.267,0.389,0.333,0.377,3.0,1.0,0.0,0.0,1.0,16.4,10.4
Ricky Heyz,La Roche,AMCC,UT,Jr.,92.0,0.253,0.359,0.329,0.341,16.0,3.0,0.0,1.0,3.0,23.1,11.0
DJ Loveland,La Roche,AMCC,UT,Sr.,68.0,0.3,0.382,0.4,0.361,14.0,3.0,0.0,1.0,2.0,17.6,9.3
Caden Maffitt,La Roche,AMCC,UT,Jr.,43.0,0.301,0.399,0.438,0.395,8.0,2.0,0.0,1.0,1.0,15.7,12.3
Gabriel Pastrana,La Roche,AMCC,C,So.,26.0,0.23,0.349,0.276,0.357,4.0,1.0,0.0,0.0,1.0,19.4,11.6
Alex Perez,La Roche,AMCC,UT,So.,103.0,0.256,0.35,0.345,0.348,17.0,5.0,0.0,1.0,2.0,16.1,10.5
Troy Sallis,La Roche,AMCC,UT,So.,25.0,0.238,0.36,0.286,0.362,4.0,1.0,0.0,0.0,1.0,18.4,10.9
Nick Chiu,Lakeland,NACC,OF,So.,29.0,0.24,0.345,0.28,0.366,5.0,1.0,0.0,0.0,1.0,16.6,10.5
Dylan Costello,Lakeland,NACC,OF,Sr.,104.0,0.247,0.356,0.315,0.339,18.0,3.0,0.0,1.0,5.0,17.9,9.3
Chris Day,Lakeland,NACC,OF,Sr.,141.0,0.276,0.384,0.351,0.348,27.0,4.0,1.0,1.0,4.0,15.3,11.8
Tucker Gegenfurtner,Lakeland,NACC,INF,Jr.,170.0,0.316,0.401,0.431,0.392,35.0,9.0,1.0,2.0,4.0,15.8,9.9
Sean Gregorius,Lakeland,NACC,UT,So.,165.0,0.287,0.382,0.399,0.373,30.0,8.0,1.0,2.0,6.0,16.1,9.6
Ramiro Hernandez,Lakeland,NACC,INF,Sr.,15.0,0.319,0.412,0.398,0.363,3.0,1.0,0.0,0.0,0.0,22.0,11.2
Landon Mani,Lakeland,NACC,INF,Jr.,72.0,0.243,0.349,0.276,0.343,13.0,2.0,0.0,0.0,3.0,16.3,10.3
Rily Roberts,Lakeland,NACC,UT,So.,23.0,0.263,0.391,0.316,0.377,4.0,1.0,0.0,0.0,1.0,18.8,11.3
Tyler Sachen,Lakeland,NACC,UT,So.,12.0,0.273,0.333,0.364,0.374,2.0,1.0,0.0,0.0,0.0,18.5,10.7
Logan South,Lakeland,NACC,UT,So.,167.0,0.27,0.383,0.355,0.358,29.0,7.0,1.0,1.0,7.0,17.1,11.2
Charlie Spahn,Lakeland,NACC,UT,Sr.,20.0,0.294,0.4,0.353,0.369,4.0,1.0,0.0,0.0,1.0,16.7,10.1
Caleb Sumsion,Lakeland,NACC,INF,Sr.,143.0,0.25,0.35,0.339,0.332,23.0,6.0,1.0,1.0,5.0,16.2,10.0
Jackson Bui,Linfield,NWC,OF,Jr.,43.0,0.256,0.393,0.369,0.381,7.0,1.0,0.0,1.0,2.0,20.8,13.5
Tyler Eisenhut,Linfield,NWC,INF,Jr.,43.0,0.27,0.372,0.324,0.386,8.0,2.0,0.0,0.0,1.0,17.2,11.4
Caiden Gould,Linfield,NWC,C,So.,29.0,0.28,0.379,0.44,0.381,5.0,1.0,0.0,1.0,1.0,16.0,10.5
Rylan Gullard,Linfield,NWC,OF,So.,101.0,0.282,0.396,0.4,0.373,17.0,5.0,1.0,1.0,4.0,17.9,12.3
Nick Holm,Linfield,NWC,INF,Sr.,172.0,0.295,0.39,0.483,0.395,29.0,8.0,1.0,6.0,4.0,15.1,11.3
Wyatt Hurley,Linfield,NWC,UT,Sr.,64.0,0.28,0.359,0.385,0.359,12.0,3.0,0.0,1.0,2.0,19.4,8.0
Josh Mansur,Linfield,NWC,UT,Sr.,168.0,0.283,0.381,0.428,0.386,29.0,7.0,1.0,4.0,6.0,19.0,10.1
Wyatt McClory,Linfield,NWC,INF,So.,63.0,0.273,0.365,0.382,0.379,11.0,3.0,0.0,1.0,2.0,17.6,10.3
Luke Porter,Linfield,NWC,INF,Jr.,146.0,0.316,0.405,0.617,0.449,21.0,9.0,1.0,9.0,5.0,20.2,9.9
Trent Wainfeld,Linfield,NWC,OF,Sr.,131.0,0.301,0.397,0.407,0.39,26.0,6.0,0.0,2.0,4.0,21.2,10.5
Michael Dierckman,Manchester,HCAC,UT,Jr.,160.0,0.313,0.382,0.467,0.379,31.0,9.0,2.0,3.0,4.0,15.5,7.3
Max Horner,Manchester,HCAC,OF,So.,212.0,0.313,0.42,0.453,0.403,39.0,12.0,2.0,3.0,10.0,13.4,10.6
Beau Kaher,Manchester,HCAC,INF,Jr.,50.0,0.248,0.337,0.293,0.336,9.0,2.0,0.0,0.0,2.0,18.2,8.9
Joel Kennedy,Manchester,HCAC,UT,Sr.,189.0,0.359,0.434,0.581,0.459,38.0,14.0,1.0,7.0,7.0,11.5,8.1
Donavin Massing,Manchester,HCAC,OF,Jr.,34.0,0.241,0.353,0.276,0.369,6.0,1.0,0.0,0.0,1.0,16.2,11.4
Jacob McGrath,Manchester,HCAC,OF,Sr.,18.0,0.273,0.396,0.341,0.359,3.0,1.0,0.0,0.0,1.0,21.7,10.4
Clay Pickett,Manchester,HCAC,OF,Sr.,25.0,0.286,0.4,0.476,0.368,4.0,1.0,0.0,1.0,1.0,17.2,10.5
Owen Ritchie,Manchester,HCAC,INF,Jr.,39.0,0.273,0.385,0.333,0.36,7.0,2.0,0.0,0.0,2.0,15.8,10.3
Joe Anderson,Maranatha Baptist,DIII Independent,UT,Sr.,96.0,0.283,0.365,0.365,0.355,19.0,4.0,0.0,1.0,2.0,12.1,9.3
Cameron Curcuro,Maranatha Baptist,DIII Independent,INF,Sr.,102.0,0.252,0.362,0.332,0.353,17.0,4.0,0.0,1.0,4.0,19.3,10.8
Teddy Haugen,Maranatha Baptist,DIII Independent,UT,Sr.,84.0,0.322,0.427,0.533,0.428,15.0,4.0,1.0,3.0,3.0,18.2,11.6
Jonathan Jeske,Maranatha Baptist,DIII Independent,INF,So.,100.0,0.291,0.39,0.407,0.369,18.0,5.0,1.0,1.0,3.0,16.4,11.1
Judson Martin,Maranatha Baptist,DIII Independent,INF,Sr.,87.0,0.239,0.344,0.279,0.328,15.0,3.0,0.0,0.0,3.0,18.2,10.5
Reece Martin,Maranatha Baptist,DIII Independent,INF,So.,11.0,0.3,0.364,0.4,0.376,2.0,1.0,0.0,0.0,0.0,17.6,10.4
Emerson Pease,Maranatha Baptist,DIII Independent,OF,So.,101.0,0.292,0.376,0.404,0.366,19.0,5.0,1.0,1.0,3.0,16.9,9.1
Timothy Searle,Maranatha Baptist,DIII Independent,UT,So.,22.0,0.263,0.364,0.316,0.365,4.0,1.0,0.0,0.0,1.0,18.2,10.4
Don Wheeler,Maranatha Baptist,DIII Independent,C,Sr.,98.0,0.265,0.378,0.361,0.355,17.0,3.0,1.0,1.0,3.0,15.9,11.8
Timothy Wine,Maranatha Baptist,DIII Independent,INF,So.,35.0,0.267,0.371,0.333,0.377,6.0,2.0,0.0,0.0,1.0,17.5,12.4
Keon Booker,Marian (WI),NACC,INF,Jr.,61.0,0.288,0.393,0.404,0.382,11.0,3.0,0.0,1.0,3.0,17.9,10.2
Zach Ennis,Marian (WI),NACC,INF,So.,14.0,0.25,0.357,0.333,0.37,2.0,1.0,0.0,0.0,1.0,16.8,10.6
Nathan Espinosa,Marian (WI),NACC,INF,Sr.,11.0,0.198,0.27,0.198,0.37,2.0,0.0,0.0,0.0,0.0,18.9,11.1
Marc Jones,Marian (WI),NACC,INF,Jr.,172.0,0.275,0.372,0.396,0.36,28.0,10.0,1.0,2.0,7.0,16.4,9.0
Ayden Kanaman,Marian (WI),NACC,OF,So.,33.0,0.286,0.394,0.357,0.37,6.0,2.0,0.0,0.0,1.0,17.3,10.6
Lucas Lemons,Marian (WI),NACC,INF,Jr.,55.0,0.253,0.361,0.358,0.35,9.0,2.0,0.0,1.0,2.0,16.9,10.5
Arjay Valdez,Marian (WI),NACC,INF,So.,11.0,0.3,0.364,0.4,0.37,2.0,1.0,0.0,0.0,0.0,17.3,10.4
Riley Bender,Mary Hardin-Baylor,ASC,INF,Sr.,149.0,0.318,0.395,0.56,0.425,23.0,12.0,1.0,6.0,3.0,18.4,9.3
Tyler Betts,Mary Hardin-Baylor,ASC,OF,Sr.,121.0,0.33,0.429,0.398,0.395,28.0,5.0,1.0,0.0,4.0,16.8,11.3
Austin Birkhoff,Mary Hardin-Baylor,ASC,INF,Sr.,96.0,0.308,0.394,0.415,0.384,20.0,4.0,1.0,1.0,2.0,18.7,10.4
Easton Cline,Mary Hardin-Baylor,ASC,INF,Jr.,116.0,0.288,0.38,0.377,0.36,23.0,4.0,1.0,1.0,5.0,16.4,8.3
Trae Deck III,Mary Hardin-Baylor,ASC,C,Sr.,62.0,0.291,0.371,0.436,0.36,11.0,3.0,1.0,1.0,2.0,24.2,8.6
Jordan Fernandez,Mary Hardin-Baylor,ASC,OF,Jr.,58.0,0.282,0.382,0.403,0.362,10.0,3.0,0.0,1.0,2.0,14.9,9.8
Jesse Hemmerling,Mary Hardin-Baylor,ASC,INF,So.,19.0,0.25,0.368,0.312,0.375,3.0,1.0,0.0,0.0,1.0,16.9,10.5
"Jasson Hemmerling, Jr.",Mary Hardin-Baylor,ASC,C,Sr.,90.0,0.289,0.4,0.368,0.389,18.0,3.0,0.0,1.0,4.0,18.4,10.9
Jeffrey Hughes,Mary Hardin-Baylor,ASC,UT,So.,26.0,0.273,0.385,0.318,0.371,5.0,1.0,0.0,0.0,1.0,17.7,11.2
Tyler Martin,Mary Hardin-Baylor,ASC,OF,Sr.,19.0,0.254,0.373,0.317,0.36,3.0,1.0,0.0,0.0,1.0,18.8,9.9
Exavier Mendez,Mary Hardin-Baylor,ASC,OF,Jr.,41.0,0.248,0.34,0.387,0.346,6.0,2.0,0.0,1.0,1.0,15.7,10.0
Jacob Newland,Mary Hardin-Baylor,ASC,C,Jr.,43.0,0.256,0.394,0.399,0.38,6.0,2.0,0.0,1.0,2.0,17.4,14.4
Chris Perez,Mary Hardin-Baylor,ASC,INF,Sr.,63.0,0.262,0.379,0.356,0.362,11.0,2.0,0.0,1.0,5.0,19.0,7.2
Patrick Reyes,Mary Hardin-Baylor,ASC,UT,So.,143.0,0.275,0.392,0.425,0.386,23.0,5.0,2.0,3.0,8.0,16.2,10.2
Cameron Talburt,Mary Hardin-Baylor,ASC,OF,Sr.,148.0,0.273,0.425,0.418,0.404,22.0,6.0,1.0,3.0,9.0,16.3,15.1
John Van Huis,Mary Hardin-Baylor,ASC,OF,So.,25.0,0.238,0.36,0.286,0.377,4.0,1.0,0.0,0.0,1.0,17.2,11.5
Nolan Williams,Mary Hardin-Baylor,ASC,OF,So.,22.0,0.263,0.364,0.316,0.378,4.0,1.0,0.0,0.0,1.0,19.2,11.3
Bradie Black,Minn.-Morris,UMAC,INF,Sr.,180.0,0.282,0.406,0.376,0.374,33.0,6.0,1.0,2.0,5.0,12.8,14.3
Trevor Haberman,Minn.-Morris,UMAC,INF,Jr.,75.0,0.276,0.402,0.422,0.397,12.0,3.0,0.0,2.0,3.0,22.6,13.6
Fred Huebner,Minn.-Morris,UMAC,INF,Jr.,19.0,0.257,0.377,0.321,0.354,3.0,1.0,0.0,0.0,1.0,22.0,11.7
Blake Imhoff,Minn.-Morris,UMAC,OF,Jr.,19.0,0.31,0.419,0.372,0.371,4.0,1.0,0.0,0.0,1.0,16.7,10.3
Ryan McGie,Minn.-Morris,UMAC,INF,Sr.,120.0,0.282,0.366,0.498,0.379,18.0,6.0,1.0,5.0,2.0,23.8,9.8
Luke McHugh,Minn.-Morris,UMAC,INF,So.,27.0,0.261,0.37,0.304,0.365,5.0,1.0,0.0,0.0,1.0,18.9,10.5
Ben Meuser,Minn.-Morris,UMAC,INF,Sr.,145.0,0.328,0.421,0.552,0.439,26.0,8.0,1.0,6.0,4.0,19.5,11.0
Landen Meyerdirk,Minn.-Morris,UMAC,OF,Jr.,117.0,0.265,0.385,0.378,0.371,18.0,6.0,1.0,1.0,5.0,21.7,12.0
Aidan Moran,Minn.-Morris,UMAC,C,Sr.,17.0,0.288,0.414,0.36,0.345,3.0,1.0,0.0,0.0,1.0,21.0,11.5
Tyler Moriarty,Minn.-Morris,UMAC,OF,Jr.,84.0,0.273,0.395,0.374,0.376,14.0,4.0,0.0,1.0,3.0,16.3,13.6
Peyton Neadeau,Minn.-Morris,UMAC,INF,So.,101.0,0.264,0.366,0.368,0.354,17.0,4.0,1.0,1.0,3.0,16.2,11.3
Caleb Walker,Minn.-Morris,UMAC,OF,Jr.,178.0,0.261,0.377,0.408,0.367,26.0,8.0,1.0,4.0,7.0,20.5,11.9
Joe Boccio,Neumann,Atlantic East,INF,Sr.,146.0,0.318,0.412,0.477,0.407,27.0,9.0,1.0,3.0,9.0,15.5,7.9
Donovan Brooks,Neumann,Atlantic East,OF,Jr.,120.0,0.287,0.418,0.389,0.39,21.0,5.0,1.0,1.0,5.0,15.4,14.5
Andrew Brown,Neumann,Atlantic East,INF,Sr.,148.0,0.296,0.405,0.375,0.371,30.0,5.0,1.0,1.0,4.0,10.5,13.0
Blake Decker,Neumann,Atlantic East,INF,So.,30.0,0.269,0.367,0.423,0.375,5.0,1.0,0.0,1.0,1.0,18.4,10.4
Tyler Kilmer,Neumann,Atlantic East,INF,Sr.,98.0,0.273,0.4,0.36,0.367,16.0,5.0,1.0,0.0,3.0,21.0,14.3
AJ Nardo,Neumann,Atlantic East,OF,Sr.,77.0,0.307,0.442,0.42,0.408,14.0,4.0,0.0,1.0,3.0,11.0,15.2
Anthony Rakotz,Neumann,Atlantic East,UT,Jr.,154.0,0.315,0.421,0.453,0.406,30.0,7.0,1.0,3.0,5.0,15.8,12.5
JerVal Shuler,Neumann,Atlantic East,OF,Sr.,71.0,0.352,0.425,0.512,0.459,16.0,4.0,0.0,2.0,2.0,17.7,8.9
Brayden Adcox,Pacific Lutheran,NWC,OF,Jr.,73.0,0.27,0.37,0.413,0.364,12.0,3.0,0.0,2.0,2.0,22.6,10.4
Rochne Beecham,Pacific Lutheran,NWC,OF,Sr.,128.0,0.296,0.423,0.459,0.4,21.0,6.0,1.0,3.0,5.0,19.4,14.3
Carson Burke,Pacific Lutheran,NWC,INF,Sr.,131.0,0.273,0.367,0.448,0.362,20.0,6.0,1.0,4.0,3.0,22.5,10.4
Hayden Kaiser,Pacific Lutheran,NWC,INF,Sr.,59.0,0.267,0.391,0.451,0.401,8.0,3.0,0.0,2.0,3.0,27.7,12.2
Ethan Keintz,Pacific Lutheran,NWC,OF,Sr.,137.0,0.297,0.379,0.421,0.381,26.0,7.0,1.0,2.0,5.0,13.4,8.2
Braeden Lundberg,Pacific Lutheran,NWC,INF,Sr.,151.0,0.296,0.403,0.421,0.377,27.0,8.0,1.0,2.0,6.0,15.6,11.1
Brody Phinney,Pacific Lutheran,NWC,INF,Sr.,119.0,0.272,0.369,0.407,0.363,19.0,6.0,1.0,2.0,5.0,21.4,8.8
Chase Pringle,Pacific Lutheran,NWC,C,Jr.,15.0,0.333,0.467,0.417,0.366,3.0,1.0,0.0,0.0,1.0,18.1,10.5
Asa Reese,Pacific Lutheran,NWC,INF,Sr.,56.0,0.264,0.355,0.426,0.357,9.0,2.0,0.0,2.0,2.0,21.5,8.8
Rutger Youch,Pacific Lutheran,NWC,OF,Sr.,138.0,0.294,0.376,0.417,0.372,26.0,7.0,1.0,2.0,4.0,18.6,8.9
JC Alley,Cairn,United East,INF,So.,25.0,0.238,0.36,0.286,0.37,4.0,1.0,0.0,0.0,1.0,17.5,11.2
Stephen Persiani,Cairn,United East,OF,So.,43.0,0.306,0.419,0.444,0.369,8.0,2.0,0.0,1.0,2.0,16.0,10.9
AJ Ramirez,Cairn,United East,INF,Jr.,43.0,0.285,0.418,0.427,0.372,7.0,2.0,0.0,1.0,2.0,19.2,12.9
Jay Sariano,Cairn,United East,UT,Jr.,13.0,0.297,0.458,0.396,0.38,2.0,1.0,0.0,0.0,1.0,16.5,12.7
Noah Avey,Pitt.-Bradford,AMCC,C,Sr.,96.0,0.288,0.384,0.372,0.356,18.0,5.0,1.0,0.0,3.0,13.3,9.9
Tim Beimel,Pitt.-Bradford,AMCC,OF,Jr.,40.0,0.282,0.371,0.423,0.371,7.0,2.0,0.0,1.0,1.0,20.3,10.4
Trent Bielak,Pitt.-Bradford,AMCC,UT,Jr.,97.0,0.294,0.381,0.446,0.377,17.0,5.0,1.0,2.0,3.0,13.9,9.6
Alex Colwell,Pitt.-Bradford,AMCC,INF,Sr.,78.0,0.281,0.373,0.369,0.358,15.0,3.0,0.0,1.0,2.0,21.8,10.2
Alan Compres,Pitt.-Bradford,AMCC,OF,Jr.,27.0,0.221,0.337,0.265,0.374,4.0,1.0,0.0,0.0,1.0,17.8,11.9
Seth Helgert,Pitt.-Bradford,AMCC,INF,Jr.,60.0,0.269,0.367,0.385,0.349,10.0,3.0,0.0,1.0,2.0,15.3,10.6
Logan McConnell,Pitt.-Bradford,AMCC,C,Jr.,62.0,0.264,0.371,0.358,0.363,11.0,2.0,0.0,1.0,3.0,15.2,9.8
Braden Meadows,Pitt.-Bradford,AMCC,INF,So.,25.0,0.238,0.36,0.286,0.383,4.0,1.0,0.0,0.0,1.0,16.2,11.2
Kenny Nickson III,Pitt.-Bradford,AMCC,INF,Sr.,53.0,0.295,0.415,0.432,0.386,9.0,3.0,0.0,1.0,3.0,17.4,10.4
Alex Ognen,Pitt.-Bradford,AMCC,INF,Sr.,79.0,0.299,0.405,0.403,0.389,15.0,4.0,0.0,1.0,2.0,14.4,12.6
Aiden Zimmerman,Pitt.-Bradford,AMCC,INF,So.,112.0,0.292,0.393,0.406,0.376,20.0,6.0,1.0,1.0,4.0,15.7,10.8
Matt Earley,Dominican (IL),NACC,INF,Sr.,182.0,0.283,0.389,0.515,0.401,24.0,11.0,2.0,7.0,5.0,18.8,12.3
Alex Garcia,Dominican (IL),NACC,C,Jr.,28.0,0.25,0.357,0.292,0.358,5.0,1.0,0.0,0.0,1.0,20.7,10.6
Zach Helein,Dominican (IL),NACC,OF,Sr.,156.0,0.302,0.422,0.364,0.382,32.0,6.0,1.0,0.0,5.0,15.0,14.0
Tyler Johnson,Dominican (IL),NACC,INF,Sr.,122.0,0.274,0.369,0.416,0.371,20.0,6.0,0.0,3.0,6.0,15.8,7.8
Niko Krecu,Dominican (IL),NACC,INF,Sr.,168.0,0.278,0.398,0.406,0.374,28.0,7.0,1.0,3.0,8.0,15.7,12.1
Ty Phillips,Dominican (IL),NACC,OF,Jr.,92.0,0.28,0.382,0.394,0.358,16.0,4.0,1.0,1.0,2.0,14.5,11.7
Quinton Schwartz,Dominican (IL),NACC,UT,Jr.,131.0,0.27,0.359,0.366,0.353,23.0,6.0,1.0,1.0,3.0,17.8,10.1
Marco Stawski,Dominican (IL),NACC,UT,So.,56.0,0.25,0.357,0.354,0.365,9.0,2.0,0.0,1.0,2.0,18.2,11.1
C. Bunce,St. Joseph's (L.I.),Skyline,OF,So.,10.0,0.222,0.3,0.222,0.38,2.0,0.0,0.0,0.0,0.0,16.9,10.8
Dominic Crema,St. Joseph's (L.I.),Skyline,INF,Jr.,156.0,0.295,0.385,0.42,0.375,28.0,9.0,1.0,2.0,6.0,16.6,9.2
Marco Gullo,St. Joseph's (L.I.),Skyline,C,Sr.,67.0,0.282,0.39,0.352,0.376,13.0,2.0,1.0,0.0,2.0,13.8,11.7
Joe Hackal,St. Joseph's (L.I.),Skyline,OF,Sr.,128.0,0.29,0.424,0.386,0.388,23.0,5.0,1.0,1.0,5.0,12.8,14.8
Jake Hall,St. Joseph's (L.I.),Skyline,OF,Sr.,43.0,0.286,0.419,0.343,0.394,8.0,2.0,0.0,0.0,3.0,15.2,10.5
A. Johnston,St. Joseph's (L.I.),Skyline,INF,So.,25.0,0.238,0.36,0.286,0.38,4.0,1.0,0.0,0.0,1.0,16.9,10.8
Derek Masino,St. Joseph's (L.I.),Skyline,INF,Sr.,44.0,0.234,0.337,0.286,0.357,7.0,2.0,0.0,0.0,1.0,16.1,11.5
P. McNally,St. Joseph's (L.I.),Skyline,INF,So.,44.0,0.297,0.409,0.432,0.38,8.0,2.0,0.0,1.0,2.0,16.9,10.8
Rob Page,St. Joseph's (L.I.),Skyline,C,Jr.,79.0,0.261,0.391,0.368,0.36,12.0,4.0,0.0,1.0,3.0,21.1,13.5
Joe Thatcher,St. Joseph's (L.I.),Skyline,INF,Jr.,127.0,0.295,0.378,0.464,0.401,22.0,6.0,2.0,3.0,3.0,15.5,9.4
J. Blair,Schreiner,SCAC,INF,So.,98.0,0.301,0.408,0.458,0.38,17.0,5.0,1.0,2.0,4.0,16.9,10.8
E. Costello,Schreiner,SCAC,INF,So.,106.0,0.297,0.396,0.44,0.38,19.0,5.0,1.0,2.0,4.0,16.9,10.8
Jaden Cruz,Schreiner,SCAC,INF,Jr.,14.0,0.241,0.346,0.321,0.358,2.0,1.0,0.0,0.0,1.0,17.5,10.1
Jonathan Gomez,Schreiner,SCAC,C,Jr.,15.0,0.333,0.467,0.417,0.371,3.0,1.0,0.0,0.0,1.0,18.5,10.5
Blake Juarez,Schreiner,SCAC,INF,Sr.,108.0,0.292,0.397,0.4,0.376,20.0,5.0,1.0,1.0,3.0,13.0,12.1
Kale Lackey,Schreiner,SCAC,OF,So.,166.0,0.269,0.361,0.386,0.363,28.0,7.0,2.0,2.0,4.0,17.8,10.2
S. Rivera,Schreiner,SCAC,INF,So.,82.0,0.3,0.402,0.429,0.38,15.0,4.0,1.0,1.0,3.0,16.9,10.8
D. Rodriguez,Schreiner,SCAC,INF,Sr.,169.0,0.29,0.391,0.421,0.38,30.0,8.0,1.0,3.0,6.0,16.9,10.8
Carson Romero,Schreiner,SCAC,INF,Jr.,44.0,0.238,0.342,0.29,0.329,7.0,2.0,0.0,0.0,1.0,22.5,10.9
Ian Ruggiero,Schreiner,SCAC,C,Sr.,14.0,0.25,0.357,0.333,0.371,2.0,1.0,0.0,0.0,1.0,17.9,10.5
Caleb Alfaro,Texas Lutheran,SCAC,OF,Jr.,151.0,0.306,0.412,0.423,0.398,29.0,7.0,1.0,2.0,3.0,15.7,13.2
Michael Barrera,Texas Lutheran,SCAC,INF,So.,27.0,0.261,0.37,0.304,0.365,5.0,1.0,0.0,0.0,1.0,16.4,10.5
Ryan Botello,Texas Lutheran,SCAC,C,Jr.,21.0,0.278,0.381,0.333,0.364,4.0,1.0,0.0,0.0,1.0,16.7,10.7
Chase Bourgeois,Texas Lutheran,SCAC,INF,Sr.,149.0,0.311,0.422,0.439,0.397,28.0,7.0,3.0,1.0,4.0,15.0,13.4
Drew Burnett,Texas Lutheran,SCAC,INF,Sr.,61.0,0.283,0.377,0.434,0.347,10.0,3.0,1.0,1.0,2.0,17.7,9.6
Cole Cravens,Texas Lutheran,SCAC,C,Jr.,35.0,0.224,0.312,0.256,0.347,6.0,1.0,0.0,0.0,1.0,16.5,8.7
Mathew Elizondo,Texas Lutheran,SCAC,INF,Jr.,12.0,0.273,0.333,0.364,0.373,2.0,1.0,0.0,0.0,0.0,16.3,11.2
Tyler Helpenstill,Texas Lutheran,SCAC,UT,Sr.,126.0,0.273,0.365,0.409,0.37,20.0,7.0,1.0,2.0,4.0,17.9,9.5
Cooper Jen,Texas Lutheran,SCAC,INF,So.,122.0,0.295,0.393,0.457,0.384,21.0,6.0,1.0,3.0,4.0,16.0,10.5
Kameron Miller,Texas Lutheran,SCAC,OF,Sr.,50.0,0.279,0.38,0.326,0.381,10.0,2.0,0.0,0.0,2.0,18.2,10.1
Adam Peavy,Texas Lutheran,SCAC,UT,Sr.,173.0,0.321,0.451,0.486,0.435,32.0,7.0,2.0,4.0,10.0,17.6,13.5
Isaiah Ramirez,Texas Lutheran,SCAC,UT,So.,48.0,0.263,0.356,0.311,0.368,9.0,2.0,0.0,0.0,1.0,17.9,10.4
Caleb Small,Texas Lutheran,SCAC,OF,So.,79.0,0.279,0.38,0.412,0.373,13.0,4.0,1.0,1.0,3.0,16.3,10.1
Aiden Spires,Texas Lutheran,SCAC,OF,Sr.,48.0,0.268,0.375,0.366,0.359,8.0,2.0,1.0,0.0,2.0,18.4,11.2
Brayden Sprencel,Texas Lutheran,SCAC,UT,Sr.,161.0,0.307,0.398,0.414,0.388,31.0,10.0,1.0,1.0,5.0,10.7,10.0
Nolan Dunn,Waynesburg,PAC,UT,So.,46.0,0.333,0.435,0.487,0.392,9.0,3.0,0.0,1.0,2.0,15.5,9.8
