Name,Player_ID,#,Team,Conference,Bats,Throws,Position,Class,Height,Hometown
Andrew Becker,100237,27,CSUN,Big West,LEFT,LEFT,OF,So.,6-1,"Solana Beach, CA"
Daniel Behrmann,100238,5,CSUN,Big West,RIGHT,RIGHT,INF,Jr.,5-9,"Tracy, CA"
Colton Boardman,100239,2,CSUN,Big West,LEFT,RIGHT,INF,So.,5-9,"Las Vegas, NV"
Cameron Calvillo,100240,3,CSUN,Big West,RIGHT,RIGHT,INF,Sr.,5-10,"Castro Valley, CA"
Cody Carson,100241,43,CSUN,Big West,RIGHT,RIGHT,P,Sr.,6-1,"Thousand Oaks, CA"
Adam Christopher,100242,50,CSUN,Big West,RIGHT,RIGHT,P,Sr.,6-3,"Northridge, CA"
Vaughn Coleman,100243,16,CSUN,Big West,RIGHT,RIGHT,OF,Fr.,6-0,"Claremont, CA"
Matthew Cormier,100244,25,CSUN,Big West,RIGHT,RIGHT,C,So.,6-1,"Castro Valley, CA"
Blaise Czyz,100245,15,CSUN,Big West,RIGHT,RIGHT,INF,Fr.,6-0,"Reno, NV"
Ryan Ellis,100246,20,CSUN,Big West,RIGHT,RIGHT,P,Jr.,6-5,"San Diego, CA"
Gabriel Hernandez,100247,8,CSUN,Big West,RIGHT,RIGHT,P,So.,5-10,"Barstow, CA"
Zach Johnson,100248,29,CSUN,Big West,RIGHT,RIGHT,P,Sr.,5-11,"West Linn, OR"
Jack Jones,100249,31,CSUN,Big West,RIGHT,LEFT,P,Fr.,6-1,"Lompoc, CA"
Kody King,100250,32,CSUN,Big West,LEFT,LEFT,P,So.,6-3,"San Dimas, CA"
Jehee Lee,100251,11,CSUN,Big West,RIGHT,RIGHT,C,So.,5-10,"San Diego, CA"
Will Linberg,100252,6,CSUN,Big West,LEFT,LEFT,UT,Sr.,6-2,"Sacramento, CA"
Gage McCown,100253,18,CSUN,Big West,BOTH,RIGHT,C,Fr.,6-0,"Las Vegas, NV"
Logan Miller,100254,12,CSUN,Big West,RIGHT,RIGHT,P,Jr.,6-4,"Boise, ID"
Dylan Nusz,100255,19,CSUN,Big West,LEFT,LEFT,UT,Fr.,6-2,"Rocklin, CA"
Ryan Oaks,100256,38,CSUN,Big West,LEFT,LEFT,P,Fr.,6-2,"Fontana, CA"
Traig Oughton,100257,24,CSUN,Big West,RIGHT,RIGHT,P,Jr.,6-4,"Peoria, AZ"
Kyle Panganiban,100258,17,CSUN,Big West,RIGHT,RIGHT,INF,So.,5-11,"Cerritos, CA"
Matthew Pena,100259,13,CSUN,Big West,LEFT,LEFT,1B,Jr.,6-0,"Hollister, CA"
Mateo Rickman,100260,10,CSUN,Big West,RIGHT,RIGHT,INF,Fr.,6-2,"Torrance, CA"
Xavier Rios,100261,9,CSUN,Big West,RIGHT,RIGHT,C,So.,6-2,"Castro Valley, CA"
Charles Rogers,100262,35,CSUN,Big West,RIGHT,RIGHT,P,Fr.,4-3,"Lake Elsinore, CA"
Evan Saito,100263,49,CSUN,Big West,RIGHT,RIGHT,OF,Jr.,6-2,"Torrance, CA"
MJ Seo,100264,23,CSUN,Big West,RIGHT,RIGHT,P,So.,5-11,"Carrollton, TX"
Reef Sharman,100265,44,CSUN,Big West,LEFT,LEFT,P,Fr.,6-2,"Torrance, CA"
Matthew Thomas,100266,4,CSUN,Big West,RIGHT,RIGHT,OF,Jr.,6-3,"Garden Grove, CA"
Jaiden Turner,100267,40,CSUN,Big West,RIGHT,RIGHT,P,Jr.,6-3,"Billings, MT"
James Voorhies,100268,33,CSUN,Big West,RIGHT,RIGHT,P,Fr.,6-4,"Pleasant Hill, CA"
Forest Zelmer,100269,39,CSUN,Big West,RIGHT,RIGHT,P,Fr.,6-5,"Los Gatos, CA"
Nikhil Beasley,100270,13,Sacramento St.,WAC,RIGHT,RIGHT,C,So.,6-4,"Berkeley, CA"
Tyler Blankenship,100271,51,Sacramento St.,WAC,RIGHT,RIGHT,P,Sr.,6-0,"Roseville, CA"
Peter Caldera,100272,40,Sacramento St.,WAC,RIGHT,RIGHT,P,So.,6-1,"Granite Bay, CA"
Sean Carey,100273,16,Sacramento St.,WAC,LEFT,LEFT,P,Jr.,6-2,"Folsom, CA"
Ryan Christiansen,100274,8,Sacramento St.,WAC,LEFT,RIGHT,OF,Sr.,6-4,"Sacramento, CA"
Orlando Cobarrubias,100275,19,Sacramento St.,WAC,LEFT,LEFT,OF,So.,6-1,"Tucson, AZ"
Alex Cohen,100276,50,Sacramento St.,WAC,RIGHT,RIGHT,P,Jr.,6-3,"Los Angeles, CA"
Jacob Cortez,100277,4,Sacramento St.,WAC,RIGHT,RIGHT,C,Sr.,6-0,"Antioch, CA"
Erick Dessens,100278,11,Sacramento St.,WAC,LEFT,RIGHT,OF,Jr.,6-1,"Scottsdale, AZ"
Ryan Ellis,100279,2,Sacramento St.,WAC,LEFT,RIGHT,UT,Sr.,5-8,"Peoria, AZ"
Konner Entz,100280,5,Sacramento St.,WAC,RIGHT,RIGHT,P,Jr.,6-1,"West Fargo, ND"
Adam Enyart,100281,25,Sacramento St.,WAC,RIGHT,RIGHT,P,Sr.,6-3,"Bakersfield, CA"
Jonah Fragus,100282,26,Sacramento St.,WAC,RIGHT,RIGHT,P,Jr.,6-6,"Fresno, CA"
Ayden Hadley,100283,34,Sacramento St.,WAC,LEFT,RIGHT,C,Jr.,6-0,"Langley, Canada"
Jackson Halverson,100284,30,Sacramento St.,WAC,RIGHT,RIGHT,P,So.,6-4,"Sacramento, CA"
Sam Harry,100285,1,Sacramento St.,WAC,RIGHT,RIGHT,OF,Fr.,6-4,"Castle Rock, CO"
Colin Hunter,100286,27,Sacramento St.,WAC,RIGHT,RIGHT,P,Sr.,6-2,"Scottsdale, AZ"
Devin James,100287,39,Sacramento St.,WAC,RIGHT,RIGHT,P,Fr.,6-6,"Orangevalle, CA"
Jace Jeremiah,100288,10,Sacramento St.,WAC,RIGHT,RIGHT,INF,Sr.,5-10,"San Mateo, CA"
Ari Kligman,100289,47,Sacramento St.,WAC,RIGHT,RIGHT,P,Jr.,6-3,"Las Vegas, NV"
Aaron Kniffin,100290,33,Sacramento St.,WAC,RIGHT,RIGHT,P,So.,6-0,"Scottsdale, AZ"
Jacob Kobrin,100291,31,Sacramento St.,WAC,RIGHT,RIGHT,P,Fr.,6-3,"Stockton, CA"
Ethan Lay,100292,21,Sacramento St.,WAC,LEFT,RIGHT,P,Sr.,6-3,"Colusa, CA"
Joey Loubert,100293,28,Sacramento St.,WAC,RIGHT,RIGHT,P,Sr.,6-3,"Las Vegas, NV"
Kurt Marton,100294,14,Sacramento St.,WAC,RIGHT,RIGHT,P,Jr.,6-2,"Roseville, CA"
Andrew Monson,100295,18,Sacramento St.,WAC,RIGHT,RIGHT,P,Sr.,6-2,"Liberty Lake, WA"
Jamie Mullin,100296,17,Sacramento St.,WAC,RIGHT,RIGHT,INF,So.,6-4,"Concord, CA"
Brett Ott,100297,7,Sacramento St.,WAC,LEFT,RIGHT,OF,So.,6-1,"Sacramento, CA"
Michael Perazzo,100298,35,Sacramento St.,WAC,LEFT,RIGHT,INF,So.,5-9,"Redwood City, CA"
Luis Pimentel-Guerrero,100299,3,Sacramento St.,WAC,BOTH,RIGHT,UT,Sr.,5-9,"Burlington, Canada"
Jakob Poturnak,100300,15,Sacramento St.,WAC,RIGHT,RIGHT,INF,Jr.,6-1,"Manila, Philippines"
Elijah Rogalski,100301,9,Sacramento St.,WAC,RIGHT,RIGHT,P,Sr.,6-0,"Sacramento, CA"
Baylor Sandberg,100302,32,Sacramento St.,WAC,RIGHT,RIGHT,P,So.,6-2,"Fallon, NV"
Cameron Sewell,100303,6,Sacramento St.,WAC,LEFT,RIGHT,INF,Jr.,6-0,"Medford, OR"
Chase Sorlie,100304,20,Sacramento St.,WAC,RIGHT,RIGHT,P,So.,6-1,"Las Vegas, NV"
Bryce Stockton,100305,45,Sacramento St.,WAC,RIGHT,RIGHT,P,Jr.,6-3,"Coeur D Alene, ID"
Carson Timothy,100306,24,Sacramento St.,WAC,RIGHT,RIGHT,P,So.,5-11,"Woodland, CA"
Raul Valdivia,100307,29,Sacramento St.,WAC,RIGHT,RIGHT,P,Jr.,6-2,"Santa Rosa, CA"
Trevor Wilson,100308,52,Sacramento St.,WAC,RIGHT,RIGHT,P,Fr.,6-1,"Roseville, CA"
Ian Winterhalder,100309,41,Sacramento St.,WAC,RIGHT,RIGHT,P,Sr.,6-1,"Murray, UT"
Hudson Aber,100310,14,UC Santa Barbara,Big West,RIGHT,RIGHT,P,Fr.,6-2,"Danville, CA"
Nathan Aceves,100311,20,UC Santa Barbara,Big West,RIGHT,RIGHT,P,So.,6-3,"Huntingtn Bch, CA"
Luke Bailey,100312,33,UC Santa Barbara,Big West,RIGHT,RIGHT,P,Fr.,6-2,"San Diego, CA"
Liam Barrett,100313,10,UC Santa Barbara,Big West,LEFT,RIGHT,OF,So.,6-0,"Mountain View, CA"
Colin Beazizo,100314,1,UC Santa Barbara,Big West,LEFT,LEFT,OF,Jr.,6-0,"Lake Stevens, WA"
Peter Broughton,100315,21,UC Santa Barbara,Big West,LEFT,LEFT,P,Fr.,6-1,"Torrance, CA"
Dawson Downs,100316,38,UC Santa Barbara,Big West,LEFT,RIGHT,INF,So.,6-5,"Ripon, CA"
Xavier Esquer,100317,31,UC Santa Barbara,Big West,RIGHT,RIGHT,INF,Jr.,5-10,"Palo Alto, CA"
Ian Fernandez,100318,37,UC Santa Barbara,Big West,RIGHT,RIGHT,C,So.,6-2,"Napa, CA"
Jackson Flora,100319,2,UC Santa Barbara,Big West,RIGHT,RIGHT,P,Jr.,6-5,"Pleasanton, CA"
Van Froling,100320,24,UC Santa Barbara,Big West,LEFT,LEFT,P,So.,6-4,"Sacramento, CA"
Cade Goldstein,100321,25,UC Santa Barbara,Big West,LEFT,RIGHT,UT,Fr.,6-0,"Calabasas, CA"
Stunner Gonzalez,100322,34,UC Santa Barbara,Big West,RIGHT,RIGHT,P,So.,6-7,"Carlsbad, CA"
Jack Haferkamp,100323,9,UC Santa Barbara,Big West,RIGHT,RIGHT,OF,Fr.,6-4,"Carlsbad, CA"
Chase Hoover,100324,22,UC Santa Barbara,Big West,LEFT,LEFT,P,Jr.,6-1,"Santa Barbara, CA"
Nick Husovsky,100325,6,UC Santa Barbara,Big West,RIGHT,RIGHT,INF,Sr.,6-1,"Ramona, CA"
Donovann Jackson,100326,55,UC Santa Barbara,Big West,LEFT,LEFT,P,Sr.,6-3,"Glendora, CA"
Josh Jannicelli,100327,27,UC Santa Barbara,Big West,RIGHT,RIGHT,P,Fr.,6-5,"Santa Rosa, CA"
Jake Johnson,100328,49,UC Santa Barbara,Big West,RIGHT,RIGHT,INF,Fr.,6-1,"San Diego, CA"
Noah Karliner,100329,41,UC Santa Barbara,Big West,RIGHT,RIGHT,OF,Sr.,6-4,"Huntingtn Bch, CA"
Rowan Kelly,100330,3,UC Santa Barbara,Big West,LEFT,LEFT,OF,So.,5-10,"Menlo Park, CA"
Cole Kosciusko,100331,19,UC Santa Barbara,Big West,LEFT,LEFT,UT,Sr.,6-2,"Castro Valley, CA"
AJ Krodel,100332,45,UC Santa Barbara,Big West,RIGHT,RIGHT,P,Jr.,6-4,"Villa Park, CA"
Kole Laubach,100333,36,UC Santa Barbara,Big West,RIGHT,RIGHT,P,Fr.,6-2,"San Jose, CA"
Nico Libed,100334,13,UC Santa Barbara,Big West,RIGHT,RIGHT,C,Jr.,5-8,"Chula Vista, CA"
Jordan Marian,100335,50,UC Santa Barbara,Big West,BOTH,RIGHT,INF,Fr.,6-0,"Foothill Ranch, CA"
Jonathan Mendez,100336,5,UC Santa Barbara,Big West,RIGHT,RIGHT,INF,Jr.,6-1,"Los Angeles, CA"
Kellan Montgomery,100337,17,UC Santa Barbara,Big West,RIGHT,RIGHT,P,Sr.,6-0,"Santa Barbara, CA"
Gavin Moran,100338,29,UC Santa Barbara,Big West,RIGHT,RIGHT,P,Fr.,6-2,"La Puente, CA"
Mitch Namie,100339,39,UC Santa Barbara,Big West,LEFT,RIGHT,OF,Sr.,6-2,"Mesa, AZ"
Corey Nunez,100340,16,UC Santa Barbara,Big West,RIGHT,RIGHT,INF,Sr.,6-3,"Torrance, CA"
Raymond Olivas,100341,28,UC Santa Barbara,Big West,RIGHT,RIGHT,P,So.,6-1,"Stockton, CA"
Nic Peterson,100342,15,UC Santa Barbara,Big West,RIGHT,LEFT,P,Jr.,6-2,"Tustin, CA"
Kyle Pott,100343,44,UC Santa Barbara,Big West,RIGHT,RIGHT,P,Fr.,6-6,"Elk Grove, CA"
Calvin Proskey,100344,32,UC Santa Barbara,Big West,RIGHT,RIGHT,P,Jr.,6-2,"Oak Park, IL"
Ryan Severns,100345,46,UC Santa Barbara,Big West,RIGHT,RIGHT,INF,Fr.,6-2,"Fontana, CA"
Max Stagg,100346,35,UC Santa Barbara,Big West,RIGHT,RIGHT,OF,So.,6-2,"Adelaide, Australia"
Evan Thomas,100347,53,UC Santa Barbara,Big West,LEFT,RIGHT,INF,Fr.,6-4,"Fallbrook, CA"
Cole Tryba,100348,7,UC Santa Barbara,Big West,LEFT,LEFT,P,Jr.,6-0,"Long Beach, CA"
Nate Vargas,100349,12,UC Santa Barbara,Big West,LEFT,RIGHT,C,Sr.,6-3,"Rocklin, CA"
William Vasseur,100350,26,UC Santa Barbara,Big West,RIGHT,RIGHT,INF,Sr.,6-4,"Fort Collins, CO"
Tyler Walton,100351,51,UC Santa Barbara,Big West,RIGHT,RIGHT,P,Fr.,6-4,"Mission Hills, CA"
Braden Watson,100352,23,UC Santa Barbara,Big West,RIGHT,RIGHT,C,Fr.,6-3,"Peoria, AZ"
Kalen Applefield,100353,31,California,ACC,RIGHT,RIGHT,UT,So.,6-1,"Carlsbad, CA"
Tre Bryant,100354,30,California,ACC,RIGHT,RIGHT,INF,Fr.,6-1,"Brandon, MS"
Cade Campbell,100355,2,California,ACC,RIGHT,RIGHT,INF,Sr.,6-1,"Lodi, CA"
Cole Clark,100356,22,California,ACC,RIGHT,RIGHT,P,Sr.,5-10,"Burbank, CA"
Cade Colombara,100357,27,California,ACC,RIGHT,RIGHT,P,Fr.,6-4,"Woodland, CA"
Oliver de la Torre,100358,87,California,ACC,RIGHT,RIGHT,P,Jr.,6-4,"Pleasanton, CA"
Gavin Eddy,100359,46,California,ACC,RIGHT,RIGHT,P,So.,6-5,"Claremont, CA"
Rex Edwards,100360,43,California,ACC,LEFT,RIGHT,P,Fr.,5-11,"Chico, CA"
Brady Errecart,100361,1,California,ACC,RIGHT,RIGHT,INF,Fr.,6-1,"Stockton, CA"
Otto Espinoza,100362,28,California,ACC,RIGHT,RIGHT,P,Fr.,6-2,"Huntington Beach, CA"
Ethan Foley,100363,48,California,ACC,RIGHT,RIGHT,P,Jr.,6-3,"Lancaster, CA"
Jacob French,100364,15,California,ACC,LEFT,RIGHT,UT,Jr.,6-1,"Benicia, CA"
Tre Golino,100365,40,California,ACC,RIGHT,RIGHT,P,Fr.,6-2,"Los Gatos, CA"
Tanner Grove,100366,35,California,ACC,LEFT,LEFT,P,So.,6-1,"Lodi, CA"
Joshua Hanson,100367,23,California,ACC,RIGHT,RIGHT,UT,So.,6-1,"San Francisco, CA"
JM Harduvel,100368,33,California,ACC,LEFT,RIGHT,P,So.,6-6,"Huntington Beach, CA"
Tristan Head,100369,25,California,ACC,BOTH,RIGHT,INF,So.,6-2,"Jupiter, FL"
Evin Hollandsworth,100370,32,California,ACC,RIGHT,LEFT,P,Jr.,6-1,"Laguna Niguel, CA"
JJ Hollis,100371,24,California,ACC,RIGHT,RIGHT,P,Jr.,6-4,"Laguna Niguel, CA"
Kevin Jeon,100372,51,California,ACC,RIGHT,RIGHT,UT,Fr.,6-0,"Fullerton, CA"
Sam Johnston,100373,44,California,ACC,RIGHT,RIGHT,P,Fr.,6-1,"Pleasant Hill, CA"
Jett Kenady,100374,17,California,ACC,RIGHT,RIGHT,INF,Fr.,6-2,"Carlsbad, CA"
Ethan Kodama,100375,6,California,ACC,LEFT,RIGHT,OF,So.,6-2,"West Hills, CA"
Quinn Larson,100376,52,California,ACC,RIGHT,RIGHT,P,Jr.,6-5,"Gilroy, CA"
Tyler LeRoy,100377,26,California,ACC,RIGHT,RIGHT,C,Sr.,6-2,"Delran, NJ"
Jordy Lopez,100378,9,California,ACC,LEFT,LEFT,UT,So.,5-10,"Elk Grove, CA"
Garrett Mackowiak,100379,10,California,ACC,LEFT,LEFT,P,Jr.,5-9,"Wesley Chapel, FL"
Daniel Murillo,100380,21,California,ACC,RIGHT,RIGHT,INF,Sr.,5-11,"Long Beach, CA"
Taichi Nakao,100381,55,California,ACC,RIGHT,RIGHT,INF,Sr.,5-8,
Jackson Norum,100382,45,California,ACC,RIGHT,RIGHT,OF,Fr.,6-2,"San Diego, CA"
Lawson Olmstead,100383,36,California,ACC,RIGHT,RIGHT,C,Fr.,6-1,"Costa Mesa, CA"
Aiden Pinn,100384,34,California,ACC,RIGHT,RIGHT,P,Fr.,6-4,"Hermosa Beach, CA"
Hideki Prather,100385,3,California,ACC,RIGHT,RIGHT,C,Jr.,5-10,"Oakland, CA"
Trent Roach,100386,41,California,ACC,BOTH,RIGHT,P,Fr.,6-4,"Hollister, CA"
Duncan Russell,100387,99,California,ACC,RIGHT,RIGHT,P,Fr.,6-6,"Berkeley, CA"
Take Sato Kreis,100388,18,California,ACC,RIGHT,RIGHT,P,Fr.,6-3,"Pleasanton, CA"
Carl Schmidt,100389,8,California,ACC,RIGHT,RIGHT,INF,So.,5-11,"Petaluma, CA"
Gannon Snyder,100390,14,California,ACC,RIGHT,RIGHT,INF,Jr.,6-2,"Saint Louis, MO"
Ryan Spalliero,100391,19,California,ACC,RIGHT,RIGHT,P,Sr.,6-0,"Fresno, CA"
Nikko Taylor,100392,4,California,ACC,RIGHT,RIGHT,UT,Fr.,6-0,"Berkeley, CA"
Miles Tenscher,100393,29,California,ACC,RIGHT,RIGHT,P,So.,6-1,"Yountville, CA"
Austin Turkington,100394,5,California,ACC,RIGHT,RIGHT,P,Sr.,6-1,"Los Gatos, CA"
Jett Wright,100395,38,California,ACC,RIGHT,RIGHT,P,Fr.,6-7,"Dallas, TX"
Keenan Anzai,100396,19,UC Davis,Big West,RIGHT,RIGHT,P,So.,6-4,"Trabuco Canyon, CA"
Matt Barnes,100397,30,UC Davis,Big West,RIGHT,RIGHT,P,So.,6-5,"El Cerrito, CA"
Rowen Barnes,100398,17,UC Davis,Big West,RIGHT,RIGHT,P,Sr.,6-3,"Atherton, CA"
Sal Batres,100399,23,UC Davis,Big West,RIGHT,RIGHT,P,So.,6-0,"Covina, CA"
Grayson Bonanno,100400,13,UC Davis,Big West,RIGHT,RIGHT,P,So.,6-3,"San Diego, CA"
Eli Burnham,100401,24,UC Davis,Big West,RIGHT,RIGHT,C,Fr.,6-3,"Davis, CA"
Jack Castagnola,100402,20,UC Davis,Big West,LEFT,LEFT,OF,So.,5-9,"San Diego, CA"
Ethan Felix,100403,18,UC Davis,Big West,RIGHT,RIGHT,1B,Sr.,6-2,"Redondo Beach, CA"
Evan Gentil,100404,34,UC Davis,Big West,RIGHT,RIGHT,C,So.,6-2,"Elk Grove, CA"
Max Hippensteel,100405,45,UC Davis,Big West,RIGHT,RIGHT,P,Sr.,6-0,"Salinas, CA"
Houston Hirschkorn,100406,6,UC Davis,Big West,RIGHT,RIGHT,INF,So.,6-3,"Kingsburg, CA"
Tyler Howard,100407,28,UC Davis,Big West,RIGHT,RIGHT,OF,Jr.,5-9,"San Diego, CA"
Everet Johnson,100408,25,UC Davis,Big West,RIGHT,RIGHT,INF,So.,6-3,"Sonoma, CA"
Ethan Kang,100409,14,UC Davis,Big West,LEFT,LEFT,OF,Jr.,5-8,"Downey, CA"
Ryan Lee,100410,8,UC Davis,Big West,RIGHT,RIGHT,C,Sr.,5-11,"Sunnyvale, CA"
Mason Lerma,100411,10,UC Davis,Big West,LEFT,LEFT,P,Jr.,5-9,"Santa Rosa, CA"
Kai Mault,100412,29,UC Davis,Big West,RIGHT,RIGHT,UT,Fr.,6-0,"Santa Barbara, CA"
Elijah McNeal,100413,21,UC Davis,Big West,RIGHT,RIGHT,SS,Fr.,6-3,"Dublin, CA"
Jack Meek,100414,31,UC Davis,Big West,LEFT,LEFT,P,Sr.,5-10,"Buena Park, CA"
Logan Mosman,100415,36,UC Davis,Big West,RIGHT,LEFT,P,Fr.,6-4,"Encinitas, CA"
Jaxon Murphy,100416,3,UC Davis,Big West,LEFT,RIGHT,OF,Jr.,6-0,"Fresno, CA"
Owen Page,100417,35,UC Davis,Big West,RIGHT,RIGHT,P,Fr.,6-6,"Sacramento, CA"
Kyle Pettersen,100418,4,UC Davis,Big West,RIGHT,RIGHT,C,Fr.,6-0,"Roseville, CA"
Jack Pezzolo,100419,32,UC Davis,Big West,LEFT,LEFT,UT,Fr.,5-11,"Petaluma, CA"
Bryson Schelp,100420,26,UC Davis,Big West,RIGHT,RIGHT,P,Fr.,6-6,"Davis, CA"
Eli Solem,100421,41,UC Davis,Big West,RIGHT,RIGHT,P,Fr.,6-3,"Mill Valley, CA"
Carter Speights,100422,15,UC Davis,Big West,RIGHT,RIGHT,P,Jr.,6-1,"Irvine, CA"
Peter Storjohann,100423,16,UC Davis,Big West,RIGHT,RIGHT,P,Jr.,6-5,"Danville, CA"
Zach Story,100424,40,UC Davis,Big West,RIGHT,RIGHT,INF,So.,6-1,"Orland, CA"
Noel Valdez,100425,11,UC Davis,Big West,RIGHT,RIGHT,P,Sr.,6-0,"South San Francisco, CA"
Taylor Werth,100426,48,UC Davis,Big West,RIGHT,RIGHT,P,Fr.,5-11,"Coronado, CA"
Korey Williams,100427,9,UC Davis,Big West,RIGHT,RIGHT,UT,Sr.,6-0,"Elk Grove, CA"
Tyler Wood,100428,43,UC Davis,Big West,RIGHT,RIGHT,P,Jr.,6-3,"Danville, CA"
Braydon Wooldridge,100429,27,UC Davis,Big West,LEFT,LEFT,OF,Sr.,6-0,"Chino Hills, CA"
Joey Wright,100430,2,UC Davis,Big West,RIGHT,RIGHT,INF,Sr.,5-11,"Newport Beach, CA"
Noah Alvarez,100431,26,UC Irvine,Big West,LEFT,RIGHT,INF,Jr.,6-2,"Chino, CA"
Jaxton Andeel,100432,45,UC Irvine,Big West,LEFT,LEFT,P,Sr.,6-4,"Placentia, CA"
Ryder Brooks,100433,42,UC Irvine,Big West,LEFT,LEFT,P,Sr.,6-3,"Fountain Valley, CA"
David Butler,100434,22,UC Irvine,Big West,RIGHT,RIGHT,P,Sr.,6-1,"Riverside, CA"
Frankie Carney,100435,23,UC Irvine,Big West,LEFT,RIGHT,INF,Sr.,5-10,"San Diego, CA"
James Castagnola,100436,5,UC Irvine,Big West,RIGHT,RIGHT,INF,Sr.,6-1,"San Diego, CA"
Caden Castles,100437,41,UC Irvine,Big West,RIGHT,RIGHT,P,Fr.,6-1,"Davis, CA"
Cole Clark,100438,34,UC Irvine,Big West,LEFT,RIGHT,INF,Fr.,6-0,"Huntington Beach, CA"
Zach Crandall,100439,18,UC Irvine,Big West,RIGHT,RIGHT,C,Sr.,5-10,"Rancho Santa Margarita, CA"
Julian Custer,100440,37,UC Irvine,Big West,RIGHT,RIGHT,P,Jr.,6-2,"San Diego, CA"
Davis D'Errico,100441,4,UC Irvine,Big West,RIGHT,RIGHT,OF,So.,5-10,"Los Alamitos, CA"
Connor Dietsch,100442,35,UC Irvine,Big West,RIGHT,RIGHT,C,Jr.,6-4,"Mission Viejo, CA"
Zach Doyle,100443,10,UC Irvine,Big West,LEFT,LEFT,OF,Fr.,5-10,"Ladera Ranch, CA"
Tommy Farmer IV,100444,2,UC Irvine,Big West,RIGHT,RIGHT,OF,Jr.,6-3,"Santa Monica, CA"
Rowan Felsch,100445,9,UC Irvine,Big West,LEFT,LEFT,OF,Sr.,6-2,"Palo Alto, CA"
Zach Fjelstad,100446,36,UC Irvine,Big West,LEFT,RIGHT,INF,Jr.,5-11,"Coto De Caza, CA"
Tyler Foster,100447,33,UC Irvine,Big West,RIGHT,RIGHT,P,So.,6-1,"Carlsbad, CA"
Landon Gaz,100448,21,UC Irvine,Big West,RIGHT,RIGHT,1B,Jr.,6-2,"Moorpark, CA"
Tim Grack,100449,20,UC Irvine,Big West,RIGHT,RIGHT,P,Jr.,6-1,"Fountain Valley, CA"
Dane Grant,100450,17,UC Irvine,Big West,LEFT,LEFT,P,Fr.,6-1,"San Juan Capistrano, CA"
Auggie Gutierrez,100451,24,UC Irvine,Big West,RIGHT,RIGHT,INF,Sr.,5-11,"Yorba Linda, CA"
Trevor Hansen,100452,28,UC Irvine,Big West,RIGHT,RIGHT,P,Jr.,6-2,"Simi Valley, CA"
Dylan Hillman,100453,8,UC Irvine,Big West,RIGHT,RIGHT,INF,So.,5-11,"Alamo, CA"
Theo Kim,100454,1,UC Irvine,Big West,BOTH,RIGHT,INF,So.,6-2,"San Diego, CA"
Brandon Luu,100455,27,UC Irvine,Big West,LEFT,LEFT,P,Jr.,6-2,"Irvine, CA"
Hunter Manning,100456,40,UC Irvine,Big West,LEFT,RIGHT,P,Fr.,6-5,"Valencia, CA"
Zane Nordquist,100457,32,UC Irvine,Big West,LEFT,LEFT,P,Fr.,5-11,"Oceanside, CA"
Ricky Ojeda,100458,13,UC Irvine,Big West,LEFT,LEFT,P,Jr.,5-11,"Valencia, CA"
Efren Ortega,100459,50,UC Irvine,Big West,RIGHT,RIGHT,C,So.,5-11,"Sylmar, CA"
Michael Podstreleny,100460,16,UC Irvine,Big West,LEFT,RIGHT,C,Fr.,5-10,"San Diego, CA"
Daniel Polasek,100461,38,UC Irvine,Big West,LEFT,RIGHT,OF,So.,6-1,"Martinez, CA"
Alonso Reyes,100462,25,UC Irvine,Big West,LEFT,RIGHT,C,Jr.,5-11,"Inglewood, CA"
Peyton Rodgers,100463,30,UC Irvine,Big West,RIGHT,RIGHT,P,So.,5-11,"Solana Beach, CA"
Jack Ross,100464,11,UC Irvine,Big West,RIGHT,RIGHT,P,Sr.,6-3,"Huntingtn Bch, CA"
Lucas Schermer,100465,31,UC Irvine,Big West,RIGHT,RIGHT,INF,Fr.,6-3,"Hermosa Beach, CA"
Alex Schmidt,100466,44,UC Irvine,Big West,RIGHT,RIGHT,UT,Fr.,6-1,"Sherman Oaks, CA"
Kai Smith,100467,12,UC Irvine,Big West,RIGHT,RIGHT,OF,Jr.,6-0,"Danville, CA"
Alex Umland,100468,55,UC Irvine,Big West,RIGHT,RIGHT,P,Fr.,6-4,"Los Angeles, CA"
Aiden Aguayo,100469,26,UCLA,Big Ten,RIGHT,RIGHT,INF,Fr.,6-0,"Whittier, CA"
Blake Balsz,100470,33,UCLA,Big Ten,LEFT,RIGHT,C,Jr.,5-10,"Rancho Santa Margarita, CA"
Michael Barnett,100471,55,UCLA,Big Ten,RIGHT,RIGHT,P,Sr.,6-5,"Lafayette, CA"
CJ Bott,100472,25,UCLA,Big Ten,RIGHT,RIGHT,P,So.,6-2,"Scottsdale, AZ"
Payton Brennan,100473,11,UCLA,Big Ten,LEFT,RIGHT,OF,Sr.,6-3,"Rocklin, CA"
Dominic Cadiz,100474,6,UCLA,Big Ten,RIGHT,RIGHT,INF,Fr.,6-1,"Sherman Oaks, CA"
Phoenix Call,100475,4,UCLA,Big Ten,RIGHT,RIGHT,INF,Jr.,6-0,"Porter Ranch, CA"
Angel Cervantes,100476,99,UCLA,Big Ten,RIGHT,RIGHT,P,Fr.,6-2,"Lynwood, CA"
Roch Cholowsky,100477,1,UCLA,Big Ten,RIGHT,RIGHT,INF,Jr.,6-2,"Chandler, AZ"
Will Crain,100478,41,UCLA,Big Ten,RIGHT,RIGHT,P,Fr.,6-2,"Mercer Island, WA"
